ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5
93500_00001_000082,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000083,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000084,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000085,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin","Brown, Kieran C.","Carrick, Ashley E.",skipped
93500_00001_000086,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000087,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000088,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,Write-in,"Carrick, Ashley E.","Brown, Kieran C.","McKinley, Kevin","McNeill, Ruben A. Jr."
93500_00001_000089,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","Carrick, Ashley E.",skipped,skipped,skipped
93500_00001_000090,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,skipped,skipped,skipped,skipped,skipped
93500_00001_000091,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.",skipped,skipped
93500_00001_000092,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000093,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000094,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,skipped,skipped,skipped,skipped,skipped
93500_00001_000095,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",skipped,skipped,skipped,skipped
93500_00001_000096,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000097,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000098,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000099,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000100,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",skipped,skipped,skipped,skipped
93500_00001_000101,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin","Carrick, Ashley E.",skipped,skipped
93500_00001_000102,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,"McNeill, Ruben A. Jr.","McKinley, Kevin"
93500_00001_000103,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000104,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000105,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin",skipped,skipped,skipped
93500_00001_000106,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000107,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin","Brown, Kieran C.","McNeill, Ruben A. Jr.",skipped
93500_00001_000108,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin",skipped,skipped,skipped
93500_00001_000109,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00001_000110,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000111,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000112,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000113,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.","McKinley, Kevin","McNeill, Ruben A. Jr.",Write-in
93500_00001_000114,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00001_000115,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000001,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.",skipped
93500_00002_000002,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.",skipped,skipped,skipped
93500_00002_000003,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000004,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","Carrick, Ashley E.","McNeill, Ruben A. Jr.","Brown, Kieran C.",skipped
93500_00002_000005,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.","McKinley, Kevin","McNeill, Ruben A. Jr.",skipped
93500_00002_000006,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",Write-in,skipped,skipped,skipped
93500_00002_000007,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000008,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,Write-in,"McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00002_000009,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000010,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000011,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000012,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",Write-in,"Brown, Kieran C.","Carrick, Ashley E."
93500_00002_000013,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000014,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000015,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000016,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000017,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",skipped,skipped,skipped,skipped
93500_00002_000018,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","Brown, Kieran C.","McNeill, Ruben A. Jr.",skipped,skipped
93500_00002_000019,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000020,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000021,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000022,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.",skipped,skipped,skipped
93500_00002_000023,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000024,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,Write-in,"McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00002_000025,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Brown, Kieran C.",skipped,skipped,skipped,skipped
93500_00002_000026,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.","McKinley, Kevin","McNeill, Ruben A. Jr.",skipped
93500_00002_000027,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.","Carrick, Ashley E.",Write-in
93500_00002_000028,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin","Carrick, Ashley E.","Brown, Kieran C.",skipped
93500_00002_000029,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000030,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000031,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",skipped,skipped,skipped,skipped
93500_00002_000032,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000033,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000034,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000035,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.","McKinley, Kevin","McNeill, Ruben A. Jr.",skipped
93500_00002_000036,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000037,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.","McKinley, Kevin","Brown, Kieran C.",skipped
93500_00002_000038,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000039,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000040,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00002_000041,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin","Carrick, Ashley E.","Brown, Kieran C.",skipped
93500_00002_000042,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000043,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.",skipped,skipped,skipped
93500_00002_000044,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McNeill, Ruben A. Jr.","McKinley, Kevin",skipped,skipped,skipped
93500_00002_000045,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",Write-in,"Carrick, Ashley E.",skipped,"Brown, Kieran C."
93500_00002_000046,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.",skipped,skipped
93500_00002_000047,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00002_000048,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.","Carrick, Ashley E.",skipped
93500_00002_000049,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000050,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","Carrick, Ashley E.","Brown, Kieran C.",skipped
93500_00002_000051,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000052,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000053,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000054,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000055,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000056,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000057,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000058,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.","McKinley, Kevin","McNeill, Ruben A. Jr.","McKinley, Kevin"
93500_00002_000059,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000060,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped,skipped
93500_00002_000061,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin","McNeill, Ruben A. Jr.",skipped,skipped
93500_00002_000062,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","Brown, Kieran C.","McNeill, Ruben A. Jr.",Write-in,skipped
93500_00002_000063,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000064,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"McKinley, Kevin",skipped,skipped,skipped,skipped
93500_00002_000065,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000066,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.",skipped,skipped,skipped,skipped
93500_00002_000067,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region III,"Carrick, Ashley E.","McKinley, Kevin","McNeill, Ruben A. Jr.","Brown, Kieran C.",skipped
