,0,1
1,Write-In cells: 132,
2,Overvote cells: 6,
3,"Wolfe, Forrest M.: 0",
4,"Mears, Donna C.: 1",
5,0,
6,0,
7,1,0.0
8,1,0.0
9,1,
10,1,0.0
11,1,0.0
12,1,0.0
13,1,0.0
136,0,
137,0,
138,1,0.0
140,1,
141,0,
142,1,
143,1,
144,0,1.0
145,0,
146,1,
147,1,
148,0,
149,0,
151,1,0.0
152,0,1.0
153,0,
154,1,
155,0,
156,0,
157,1,
158,0,1.0
159,1,
160,1,
161,1,
162,1,
163,1,0.0
164,0,
165,1,
166,1,
167,1,0.0
168,1,
169,1,
170,1,
171,1,
172,1,
173,0,
174,1,0.0
175,1,
176,1,
177,1,
178,1,0.0
179,0,
180,0,
181,0,
182,1,
183,1,
184,0,
185,0,
186,0,
187,1,
188,1,0.0
189,1,
190,1,
191,1,
192,0,
193,0,1.0
194,0,1.0
195,0,
196,0,1.0
197,0,1.0
198,0,
199,0,1.0
200,0,1.0
201,0,
202,0,1.0
204,1,
205,1,0.0
206,1,
207,1,
208,1,0.0
210,1,
211,1,0.0
212,1,
213,0,
214,0,
215,1,
216,0,
217,0,
218,1,0.0
219,1,
220,0,
221,1,0.0
222,1,
223,1,
224,1,
225,0,1.0
226,0,
227,1,0.0
228,1,0.0
229,1,
230,0,
231,1,
232,1,0.0
233,1,
234,0,
235,0,1.0
236,0,
237,0,1.0
238,0,
239,1,
240,1,
241,0,
242,0,
243,0,1.0
244,1,
245,0,
246,0,
247,1,
248,1,
249,1,
250,1,
251,1,
252,1,
253,0,1.0
254,1,
255,1,
256,1,
257,1,
258,1,
259,1,
260,1,
261,1,
262,1,
264,1,
265,0,
266,1,
267,0,
268,1,
269,1,
270,1,
271,0,
272,0,
273,1,
274,0,
275,0,
276,1,0.0
277,1,
279,1,
280,1,
281,0,
282,1,
283,1,
284,1,
285,1,0.0
286,1,
287,1,0.0
288,1,
289,0,
290,1,
291,0,
292,1,
293,1,0.0
294,1,
295,1,
296,0,1.0
297,0,
298,0,
299,1,
300,1,
301,1,
302,0,
303,0,
304,1,
305,0,
306,1,
307,1,
308,0,
309,0,1.0
310,1,0.0
312,1,
313,0,
314,1,
315,1,
316,1,
317,0,
318,0,
319,1,
320,1,0.0
