0,1,2,3,4,5,6,7,8,9
1,6,9,2,4,0,8,7,3,5
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
1,2,8,9,4,7,3,0,5,6
7,4,3,0,1,2,6,9,8,5
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
5,3,8,9,1,2,4,7,6,0
4,0,8,9,2,5,1,6,7,3
1,6,9,2,4,0,8,7,3,5
5,3,8,9,1,2,4,7,6,0
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
7,3,9,4,1,0,8,5,2,6
1,8,9,7,5,4,0,6,2,3
3,7,4,5,8,6,9,1,0,2
3,8,2,9,7,5,0,1,4,6
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
7,4,3,8,6,2,1,0,9,5
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
5,3,8,9,1,2,4,7,6,0
7,8,0,9,3,2,1,6,5,4
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
0,6,3,4,7,9,5,1,2,8
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
2,4,6,3,7,0,9,5,8,1
3,7,4,5,8,6,9,1,0,2
7,3,9,4,1,0,8,5,2,6
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
1,8,9,7,5,4,0,6,2,3
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
1,8,9,7,5,4,0,6,2,3
3,7,4,5,8,6,9,1,0,2
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
4,0,8,9,2,5,1,6,7,3
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
5,3,8,9,1,2,4,7,6,0
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
7,8,0,9,3,2,1,6,5,4
3,7,4,5,8,6,9,1,0,2
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
4,0,8,9,2,5,1,6,7,3
1,2,8,9,4,7,3,0,5,6
3,7,4,5,8,6,9,1,0,2
4,0,8,9,2,5,1,6,7,3
