0,1,2,3,4,5,6,7,8,9
8,9,2,4,0,6,5,3,1,7
8,4,1,5,3,0,7,2,9,6
3,9,6,1,8,7,0,2,5,4
2,6,8,9,0,3,1,5,4,7
3,9,6,1,8,7,0,2,5,4
0,2,5,8,9,7,1,3,4,6
3,9,6,1,8,7,0,2,5,4
5,7,6,8,1,4,0,9,3,2
7,4,8,2,0,5,3,1,6,9
7,1,3,2,4,0,9,6,8,5
8,4,1,5,3,0,7,2,9,6
5,6,8,2,1,7,9,4,3,0
7,2,8,1,4,6,9,5,3,0
3,2,5,7,6,8,4,1,0,9
3,9,6,1,8,7,0,2,5,4
3,1,5,6,4,7,2,0,8,9
0,2,5,8,9,7,1,3,4,6
7,4,8,2,0,5,3,1,6,9
5,6,8,2,1,7,9,4,3,0
3,9,6,1,8,7,0,2,5,4
2,6,8,9,0,3,1,5,4,7
4,1,7,9,5,8,2,0,3,6
5,6,8,2,1,7,9,4,3,0
4,1,7,9,5,8,2,0,3,6
3,9,6,1,8,7,0,2,5,4
4,1,7,9,5,8,2,0,3,6
2,6,8,9,0,3,1,5,4,7
2,6,8,9,0,3,1,5,4,7
3,9,6,1,8,7,0,2,5,4
4,1,7,9,5,8,2,0,3,6
0,8,5,2,7,3,9,6,1,4
2,1,3,7,5,8,4,9,0,6
7,2,8,1,4,6,9,5,3,0
2,6,8,9,0,3,1,5,4,7
8,4,1,5,3,0,7,2,9,6
8,9,2,4,0,6,5,3,1,7
4,1,7,9,5,8,2,0,3,6
7,2,8,1,4,6,9,5,3,0
8,9,2,4,0,6,5,3,1,7
8,9,2,4,0,6,5,3,1,7
8,9,2,4,0,6,5,3,1,7
3,9,6,1,8,7,0,2,5,4
5,7,6,8,1,4,0,9,3,2
8,4,1,5,3,0,7,2,9,6
3,9,6,1,8,7,0,2,5,4
8,9,2,4,0,6,5,3,1,7
4,1,7,9,5,8,2,0,3,6
7,4,8,2,0,5,3,1,6,9
3,9,6,1,8,7,0,2,5,4
0,8,5,2,7,3,9,6,1,4
3,9,6,1,8,7,0,2,5,4
8,6,4,7,3,0,2,5,1,9
8,4,1,5,3,0,7,2,9,6
8,9,2,4,0,6,5,3,1,7
1,7,3,0,4,6,2,8,9,5
2,6,8,9,0,3,1,5,4,7
0,2,5,8,9,7,1,3,4,6
7,2,8,1,4,6,9,5,3,0
4,1,7,9,5,8,2,0,3,6
3,9,6,1,8,7,0,2,5,4
8,4,1,5,3,0,7,2,9,6
3,9,6,1,8,7,0,2,5,4
2,3,6,5,7,4,1,9,0,8
4,1,7,9,5,8,2,0,3,6
2,6,8,9,0,3,1,5,4,7
7,2,8,1,4,6,9,5,3,0
2,6,8,9,0,3,1,5,4,7
7,4,8,2,0,5,3,1,6,9
7,4,8,2,0,5,3,1,6,9
2,6,8,9,0,3,1,5,4,7
7,1,3,2,4,0,9,6,8,5
8,9,2,4,0,6,5,3,1,7
6,0,9,3,8,2,1,5,4,7
8,9,2,4,0,6,5,3,1,7
3,9,6,1,8,7,0,2,5,4
2,6,8,9,0,3,1,5,4,7
0,2,5,8,9,7,1,3,4,6
8,9,2,4,0,6,5,3,1,7
5,7,6,8,1,4,0,9,3,2
0,8,5,2,7,3,9,6,1,4
2,6,8,9,0,3,1,5,4,7
4,1,7,9,5,8,2,0,3,6
0,8,5,2,7,3,9,6,1,4
8,4,1,5,3,0,7,2,9,6
8,9,2,4,0,6,5,3,1,7
3,9,6,1,8,7,0,2,5,4
4,1,7,9,5,8,2,0,3,6
0,2,5,8,9,7,1,3,4,6
3,1,5,6,4,7,2,0,8,9
7,4,8,2,0,5,3,1,6,9
7,2,8,1,4,6,9,5,3,0
8,4,1,5,3,0,7,2,9,6
3,9,6,1,8,7,0,2,5,4
7,2,8,1,4,6,9,5,3,0
5,4,7,3,2,6,9,8,1,0
3,9,6,1,8,7,0,2,5,4
4,1,7,9,5,8,2,0,3,6
2,6,8,9,0,3,1,5,4,7
8,9,2,4,0,6,5,3,1,7
4,1,7,9,5,8,2,0,3,6
