0,1,2,3,4,5,6,7,8,9
5,0,7,3,9,4,1,8,2,6
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,3,2,7,8,9,1,4,0,6
8,2,9,3,6,1,0,4,7,5
0,2,8,9,3,1,5,4,6,7
5,3,2,7,8,9,1,4,0,6
0,2,8,9,3,1,5,4,6,7
8,2,9,3,6,1,0,4,7,5
5,0,7,3,9,4,1,8,2,6
8,4,5,2,6,3,7,1,9,0
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
5,3,2,7,8,9,1,4,0,6
5,9,6,1,4,0,7,3,8,2
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,3,2,7,8,9,1,4,0,6
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
8,2,9,3,6,1,0,4,7,5
5,3,2,7,8,9,1,4,0,6
0,2,8,9,3,1,5,4,6,7
8,4,5,2,6,3,7,1,9,0
8,4,5,2,6,3,7,1,9,0
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
5,3,2,7,8,9,1,4,0,6
8,2,9,3,6,1,0,4,7,5
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
5,3,2,7,8,9,1,4,0,6
5,3,2,7,8,9,1,4,0,6
5,3,2,7,8,9,1,4,0,6
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
5,9,6,1,4,0,7,3,8,2
5,3,2,7,8,9,1,4,0,6
5,0,7,3,9,4,1,8,2,6
5,3,2,7,8,9,1,4,0,6
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
5,9,6,1,4,0,7,3,8,2
5,9,6,1,4,0,7,3,8,2
5,3,2,7,8,9,1,4,0,6
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,3,2,7,8,9,1,4,0,6
5,9,6,1,4,0,7,3,8,2
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
5,3,2,7,8,9,1,4,0,6
5,9,6,1,4,0,7,3,8,2
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
8,4,5,2,6,3,7,1,9,0
0,2,8,9,3,1,5,4,6,7
8,2,9,3,6,1,0,4,7,5
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
5,0,7,3,9,4,1,8,2,6
5,0,7,3,9,4,1,8,2,6
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
8,2,9,3,6,1,0,4,7,5
0,2,8,9,3,1,5,4,6,7
0,2,8,9,3,1,5,4,6,7
8,2,9,3,6,1,0,4,7,5
0,2,8,9,3,1,5,4,6,7
