0,1,2,3,4,5,6,7,8,9
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
9,0,4,2,5,6,8,3,1,7
9,4,1,2,5,8,7,0,6,3
3,9,7,0,4,1,2,6,8,5
9,4,1,2,5,8,7,0,6,3
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
9,0,4,2,5,6,8,3,1,7
2,6,3,5,7,0,9,8,1,4
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
3,9,7,0,4,1,2,6,8,5
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
3,9,7,0,4,1,2,6,8,5
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
3,2,0,8,1,4,6,9,7,5
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
1,7,2,3,6,0,5,9,4,8
9,4,1,2,5,8,7,0,6,3
3,9,7,0,4,1,2,6,8,5
2,6,3,5,7,0,9,8,1,4
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
5,1,0,3,7,2,9,8,6,4
9,4,1,2,5,8,7,0,6,3
2,6,3,5,7,0,9,8,1,4
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
7,0,1,9,2,8,6,4,5,3
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
2,6,3,5,7,0,9,8,1,4
9,0,4,2,5,6,8,3,1,7
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
5,1,0,3,7,2,9,8,6,4
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
2,6,3,5,7,0,9,8,1,4
7,0,1,9,2,8,6,4,5,3
9,4,1,2,5,8,7,0,6,3
7,0,1,9,2,8,6,4,5,3
7,0,1,9,2,8,6,4,5,3
