0,1,2,3,4,5,6,7,8,9
4,7,1,5,6,3,8,2,9,0
9,2,4,3,7,5,6,8,1,0
9,2,4,3,7,5,6,8,1,0
4,1,9,7,8,5,3,2,6,0
4,7,1,5,6,3,8,2,9,0
4,3,7,0,6,9,1,8,2,5
9,7,1,3,5,4,6,8,0,2
6,7,3,4,0,5,2,1,8,9
9,7,8,0,6,2,3,4,1,5
4,3,7,0,6,9,1,8,2,5
4,1,9,7,8,5,3,2,6,0
4,1,9,7,8,5,3,2,6,0
6,7,3,4,0,5,2,1,8,9
2,9,7,6,4,5,3,0,1,8
6,4,0,3,8,1,5,2,7,9
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
6,5,7,3,1,9,4,8,2,0
4,3,7,0,6,9,1,8,2,5
8,6,5,2,4,9,1,0,7,3
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
4,3,7,0,6,9,1,8,2,5
7,4,6,5,0,2,8,9,3,1
4,3,7,0,6,9,1,8,2,5
7,0,3,9,1,4,8,2,6,5
7,0,3,9,1,4,8,2,6,5
7,0,9,2,3,1,6,4,8,5
7,0,3,9,1,4,8,2,6,5
9,2,4,3,7,5,6,8,1,0
9,2,4,3,7,5,6,8,1,0
9,2,4,3,7,5,6,8,1,0
6,5,7,3,1,9,4,8,2,0
9,2,4,3,7,5,6,8,1,0
2,0,8,1,4,5,3,7,9,6
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
9,2,4,3,7,5,6,8,1,0
7,1,3,6,0,9,8,2,4,5
9,2,4,3,7,5,6,8,1,0
2,0,8,1,4,5,3,7,9,6
8,6,5,2,4,9,1,0,7,3
4,3,7,0,6,9,1,8,2,5
4,1,9,7,8,5,3,2,6,0
9,7,1,3,5,4,6,8,0,2
9,7,8,0,6,2,3,4,1,5
4,3,7,0,6,9,1,8,2,5
4,7,1,5,6,3,8,2,9,0
2,0,8,1,4,5,3,7,9,6
7,0,3,9,1,4,8,2,6,5
4,3,7,0,6,9,1,8,2,5
2,0,8,1,4,5,3,7,9,6
4,3,7,0,6,9,1,8,2,5
4,3,7,0,6,9,1,8,2,5
7,0,3,9,1,4,8,2,6,5
9,2,4,3,7,5,6,8,1,0
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
4,7,1,5,6,3,8,2,9,0
9,2,4,3,7,5,6,8,1,0
7,9,5,2,1,6,8,4,0,3
4,1,9,7,8,5,3,2,6,0
4,3,7,0,6,9,1,8,2,5
7,0,3,9,1,4,8,2,6,5
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
9,7,8,0,6,2,3,4,1,5
7,0,3,9,1,4,8,2,6,5
4,3,7,0,6,9,1,8,2,5
2,0,8,1,4,5,3,7,9,6
3,6,4,1,2,0,9,5,8,7
1,7,0,4,9,8,3,6,5,2
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
7,0,3,9,1,4,8,2,6,5
4,3,7,0,6,9,1,8,2,5
2,0,8,1,4,5,3,7,9,6
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
4,3,7,0,6,9,1,8,2,5
7,0,3,9,1,4,8,2,6,5
0,3,5,4,8,2,6,9,1,7
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
8,6,5,2,4,9,1,0,7,3
6,5,7,3,1,9,4,8,2,0
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
7,1,3,6,0,9,8,2,4,5
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
9,2,4,3,7,5,6,8,1,0
7,0,3,9,1,4,8,2,6,5
9,2,4,3,7,5,6,8,1,0
4,3,7,0,6,9,1,8,2,5
4,3,7,0,6,9,1,8,2,5
8,6,5,2,4,9,1,0,7,3
