0,1,2,3,4,5,6,7,8,9
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
0,7,6,3,2,5,4,8,9,1
1,7,5,9,0,2,6,4,8,3
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
7,5,6,1,9,4,2,3,0,8
0,7,6,3,2,5,4,8,9,1
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
1,7,5,9,0,2,6,4,8,3
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
7,6,5,3,0,9,4,2,1,8
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
0,8,5,4,9,6,3,2,7,1
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
0,8,5,4,9,6,3,2,7,1
0,7,6,3,2,5,4,8,9,1
5,1,9,6,7,4,8,0,3,2
5,1,9,6,7,4,8,0,3,2
