0,1,2,3,4,5,6,7,8,9
7,0,4,2,1,5,3,8,9,6
4,5,7,1,3,6,2,8,0,9
2,4,3,9,0,5,7,6,1,8
4,5,7,1,3,6,2,8,0,9
4,5,7,1,3,6,2,8,0,9
7,0,4,2,1,5,3,8,9,6
3,4,8,9,1,5,6,2,0,7
7,3,6,1,0,9,2,8,5,4
2,1,0,9,6,7,5,4,3,8
2,5,0,6,9,7,8,1,3,4
2,5,0,6,9,7,8,1,3,4
3,2,4,5,9,8,1,7,6,0
7,0,4,2,1,5,3,8,9,6
2,1,0,9,6,7,5,4,3,8
2,1,0,9,6,7,5,4,3,8
2,4,3,9,0,5,7,6,1,8
4,8,9,2,5,1,7,3,0,6
2,1,0,9,6,7,5,4,3,8
4,5,7,1,3,6,2,8,0,9
7,0,4,2,1,5,3,8,9,6
0,7,5,6,3,8,2,9,1,4
0,2,8,9,6,3,4,5,7,1
4,0,2,1,9,7,3,8,5,6
4,5,7,1,3,6,2,8,0,9
4,2,8,0,6,1,7,5,3,9
0,7,5,6,3,8,2,9,1,4
1,2,5,6,8,0,7,4,9,3
4,5,7,1,3,6,2,8,0,9
1,5,7,0,8,2,3,9,6,4
2,1,0,9,6,7,5,4,3,8
8,1,7,4,3,2,0,6,5,9
2,6,7,5,9,0,4,3,8,1
7,3,6,1,0,9,2,8,5,4
1,5,7,0,8,2,3,9,6,4
2,1,0,9,6,7,5,4,3,8
0,2,8,9,6,3,4,5,7,1
2,4,3,9,0,5,7,6,1,8
2,5,0,6,9,7,8,1,3,4
0,6,3,9,1,2,5,8,4,7
4,0,2,1,9,7,3,8,5,6
0,7,5,6,3,8,2,9,1,4
4,5,7,1,3,6,2,8,0,9
0,7,5,6,3,8,2,9,1,4
4,5,7,1,3,6,2,8,0,9
2,1,0,9,6,7,5,4,3,8
7,0,4,2,1,5,3,8,9,6
4,8,9,2,5,1,7,3,0,6
4,5,7,1,3,6,2,8,0,9
0,5,3,6,2,1,9,7,4,8
4,8,9,2,5,1,7,3,0,6
2,4,3,9,0,5,7,6,1,8
2,4,3,9,0,5,7,6,1,8
1,2,5,6,8,0,7,4,9,3
4,5,7,1,3,6,2,8,0,9
3,4,8,9,1,5,6,2,0,7
4,0,2,1,9,7,3,8,5,6
4,2,8,0,6,1,7,5,3,9
2,1,0,9,6,7,5,4,3,8
2,1,0,9,6,7,5,4,3,8
2,1,0,9,6,7,5,4,3,8
2,1,0,9,6,7,5,4,3,8
0,6,3,9,1,2,5,8,4,7
4,0,2,1,9,7,3,8,5,6
7,0,4,2,1,5,3,8,9,6
4,2,8,0,6,1,7,5,3,9
1,7,6,5,0,8,2,4,9,3
0,7,5,6,3,8,2,9,1,4
0,7,5,6,3,8,2,9,1,4
4,8,6,7,5,0,9,1,3,2
0,6,3,9,1,2,5,8,4,7
2,4,3,9,0,5,7,6,1,8
0,4,8,6,2,7,1,5,3,9
4,8,9,2,5,1,7,3,0,6
2,1,0,9,6,7,5,4,3,8
2,5,0,6,9,7,8,1,3,4
0,2,8,9,6,3,4,5,7,1
2,4,3,9,0,5,7,6,1,8
7,3,6,1,0,9,2,8,5,4
2,4,3,9,0,5,7,6,1,8
0,6,3,9,1,2,5,8,4,7
3,2,4,5,9,8,1,7,6,0
2,1,0,9,6,7,5,4,3,8
6,0,4,5,7,1,8,3,9,2
2,1,0,9,6,7,5,4,3,8
7,0,4,2,1,5,3,8,9,6
1,7,6,5,0,8,2,4,9,3
0,7,5,6,3,8,2,9,1,4
2,4,3,9,0,5,7,6,1,8
2,1,0,9,6,7,5,4,3,8
0,6,3,9,1,2,5,8,4,7
0,7,5,6,3,8,2,9,1,4
3,2,4,5,9,8,1,7,6,0
7,0,4,2,1,5,3,8,9,6
7,0,4,2,1,5,3,8,9,6
2,4,3,9,0,5,7,6,1,8
4,5,7,1,3,6,2,8,0,9
0,7,5,6,3,8,2,9,1,4
7,0,4,2,1,5,3,8,9,6
2,6,7,5,9,0,4,3,8,1
4,2,8,0,6,1,7,5,3,9
