0,1,2,3,4,5,6,7,8,9
5,3,7,6,1,2,0,8,9,4
2,3,5,8,4,0,6,7,9,1
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
8,2,9,1,5,3,0,4,6,7
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
8,2,9,1,5,3,0,4,6,7
8,4,9,3,0,5,6,1,2,7
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
8,2,9,1,5,3,0,4,6,7
2,3,5,8,4,0,6,7,9,1
2,3,5,8,4,0,6,7,9,1
8,4,9,3,0,5,6,1,2,7
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
8,7,0,2,1,5,3,6,9,4
2,3,5,8,4,0,6,7,9,1
8,4,9,3,0,5,6,1,2,7
5,3,7,6,1,2,0,8,9,4
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
8,2,9,1,5,3,0,4,6,7
8,2,9,1,5,3,0,4,6,7
8,2,9,1,5,3,0,4,6,7
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
8,4,9,3,0,5,6,1,2,7
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
8,4,9,3,0,5,6,1,2,7
8,4,9,3,0,5,6,1,2,7
2,8,4,5,1,3,7,0,9,6
5,3,7,6,1,2,0,8,9,4
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
5,3,7,6,1,2,0,8,9,4
2,8,4,5,1,3,7,0,9,6
5,3,7,6,1,2,0,8,9,4
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
8,4,9,3,0,5,6,1,2,7
8,4,9,3,0,5,6,1,2,7
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,3,5,8,4,0,6,7,9,1
5,3,7,6,1,2,0,8,9,4
8,4,9,3,0,5,6,1,2,7
2,3,5,8,4,0,6,7,9,1
5,3,7,6,1,2,0,8,9,4
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
8,2,9,1,5,3,0,4,6,7
5,3,7,6,1,2,0,8,9,4
5,3,7,6,1,2,0,8,9,4
2,3,5,8,4,0,6,7,9,1
5,3,7,6,1,2,0,8,9,4
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
2,3,5,8,4,0,6,7,9,1
2,8,4,5,1,3,7,0,9,6
5,3,7,6,1,2,0,8,9,4
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,8,4,5,1,3,7,0,9,6
2,3,5,8,4,0,6,7,9,1
