0,1,2,3,4,5,6,7,8,9
3,7,4,1,9,8,2,6,5,0
7,2,4,0,5,8,3,9,6,1
1,5,6,8,0,4,9,3,7,2
6,1,9,2,0,5,3,7,4,8
8,5,7,0,6,1,3,4,2,9
0,1,5,4,8,9,7,3,6,2
5,4,6,3,2,9,7,1,8,0
5,4,6,3,2,9,7,1,8,0
2,5,3,9,0,6,1,8,4,7
0,9,3,2,4,1,6,5,7,8
2,5,3,9,0,6,1,8,4,7
0,1,5,4,8,9,7,3,6,2
6,1,9,2,0,5,3,7,4,8
6,7,4,0,2,9,1,5,3,8
5,2,7,3,0,9,1,4,8,6
2,5,3,9,0,6,1,8,4,7
0,1,5,4,8,9,7,3,6,2
0,6,7,1,8,5,9,3,4,2
9,6,2,1,5,8,4,0,3,7
9,4,2,0,3,8,1,6,7,5
3,8,6,7,9,1,2,5,0,4
9,4,2,0,3,8,1,6,7,5
6,7,1,4,0,9,5,2,3,8
7,6,5,0,4,1,3,9,8,2
2,5,3,9,0,6,1,8,4,7
2,5,3,9,0,6,1,8,4,7
2,5,3,9,0,6,1,8,4,7
0,1,5,4,8,9,7,3,6,2
7,2,4,0,5,8,3,9,6,1
4,6,8,9,7,5,2,1,3,0
8,3,7,6,0,4,2,9,1,5
5,2,7,3,0,9,1,4,8,6
2,5,3,9,0,6,1,8,4,7
0,1,5,4,8,9,7,3,6,2
9,4,2,0,3,8,1,6,7,5
9,4,2,0,3,8,1,6,7,5
6,7,4,0,2,9,1,5,3,8
6,7,4,0,2,9,1,5,3,8
5,3,7,0,9,2,8,4,6,1
6,1,9,2,0,5,3,7,4,8
9,4,2,0,3,8,1,6,7,5
0,1,5,4,8,9,7,3,6,2
0,9,3,2,4,1,6,5,7,8
5,4,6,3,2,9,7,1,8,0
4,6,8,9,7,5,2,1,3,0
0,1,5,4,8,9,7,3,6,2
2,5,3,9,0,6,1,8,4,7
6,7,4,0,2,9,1,5,3,8
7,2,4,0,5,8,3,9,6,1
2,5,3,9,0,6,1,8,4,7
9,4,2,0,3,8,1,6,7,5
0,1,7,6,4,8,2,3,9,5
0,1,5,4,8,9,7,3,6,2
6,1,9,2,0,5,3,7,4,8
6,7,4,0,2,9,1,5,3,8
5,4,6,3,2,9,7,1,8,0
9,4,2,0,3,8,1,6,7,5
0,1,5,4,8,9,7,3,6,2
4,0,6,2,8,1,3,9,5,7
7,2,4,0,5,8,3,9,6,1
0,1,7,6,4,8,2,3,9,5
0,1,7,6,4,8,2,3,9,5
3,1,0,7,6,4,5,2,9,8
0,1,5,4,8,9,7,3,6,2
6,7,4,0,2,9,1,5,3,8
0,1,5,4,8,9,7,3,6,2
2,5,3,9,0,6,1,8,4,7
0,1,5,4,8,9,7,3,6,2
7,2,4,0,5,8,3,9,6,1
0,1,5,4,8,9,7,3,6,2
4,6,2,9,5,8,3,7,1,0
2,5,3,9,0,6,1,8,4,7
9,4,2,0,3,8,1,6,7,5
0,1,7,6,4,8,2,3,9,5
9,5,1,2,6,3,7,8,0,4
0,1,7,6,4,8,2,3,9,5
3,7,4,1,9,8,2,6,5,0
0,1,5,4,8,9,7,3,6,2
5,2,8,7,3,4,0,1,6,9
4,6,8,9,7,5,2,1,3,0
0,1,7,6,4,8,2,3,9,5
0,1,5,4,8,9,7,3,6,2
9,4,2,0,3,8,1,6,7,5
1,5,2,6,7,3,4,8,0,9
8,3,7,6,0,4,2,9,1,5
4,6,8,9,7,5,2,1,3,0
0,1,7,6,4,8,2,3,9,5
0,1,5,4,8,9,7,3,6,2
2,5,3,9,0,6,1,8,4,7
9,4,2,0,3,8,1,6,7,5
7,2,4,0,5,8,3,9,6,1
0,1,7,6,4,8,2,3,9,5
0,1,5,4,8,9,7,3,6,2
0,1,5,4,8,9,7,3,6,2
1,5,6,8,0,4,9,3,7,2
0,1,7,6,4,8,2,3,9,5
0,1,5,4,8,9,7,3,6,2
2,5,3,9,0,6,1,8,4,7
5,3,7,0,9,2,8,4,6,1
0,1,5,4,8,9,7,3,6,2
