0,1,2,3,4,5,6,7,8,9
6,0,8,2,7,1,3,5,9,4
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
6,7,5,1,0,4,8,2,9,3
7,0,5,6,8,1,2,4,3,9
2,1,3,5,8,9,4,6,7,0
6,0,8,2,7,1,3,5,9,4
3,6,2,8,5,9,1,7,4,0
2,1,3,5,8,9,4,6,7,0
2,1,3,5,8,9,4,6,7,0
9,4,7,3,6,2,0,1,8,5
9,7,5,3,2,4,6,8,0,1
2,1,3,5,8,9,4,6,7,0
7,2,9,4,6,0,8,1,5,3
9,4,7,3,6,2,0,1,8,5
3,6,2,8,5,9,1,7,4,0
6,7,5,1,0,4,8,2,9,3
9,4,7,3,6,2,0,1,8,5
0,6,9,1,7,2,4,3,8,5
3,6,2,8,5,9,1,7,4,0
7,2,9,4,6,0,8,1,5,3
2,1,3,5,8,9,4,6,7,0
4,6,3,1,7,5,2,8,0,9
6,7,5,1,0,4,8,2,9,3
6,0,8,2,7,1,3,5,9,4
3,6,2,8,5,9,1,7,4,0
9,4,7,3,6,2,0,1,8,5
2,1,3,5,8,9,4,6,7,0
3,6,2,8,5,9,1,7,4,0
0,6,9,1,7,2,4,3,8,5
9,4,7,3,6,2,0,1,8,5
2,1,3,5,8,9,4,6,7,0
9,4,7,3,6,2,0,1,8,5
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
7,2,9,4,6,0,8,1,5,3
6,0,8,2,7,1,3,5,9,4
2,1,3,5,8,9,4,6,7,0
9,4,7,3,6,2,0,1,8,5
2,1,3,5,8,9,4,6,7,0
9,4,7,3,6,2,0,1,8,5
6,0,8,2,7,1,3,5,9,4
6,7,5,1,0,4,8,2,9,3
3,6,2,8,5,9,1,7,4,0
9,4,7,3,6,2,0,1,8,5
3,6,2,8,5,9,1,7,4,0
9,4,7,3,6,2,0,1,8,5
6,0,8,2,7,1,3,5,9,4
6,7,5,1,0,4,8,2,9,3
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
2,1,3,5,8,9,4,6,7,0
2,1,3,5,8,9,4,6,7,0
4,6,3,1,7,5,2,8,0,9
3,6,2,8,5,9,1,7,4,0
6,0,8,2,7,1,3,5,9,4
2,0,1,6,5,8,9,3,7,4
6,7,5,1,0,4,8,2,9,3
6,0,8,2,7,1,3,5,9,4
0,6,9,1,7,2,4,3,8,5
7,2,9,4,6,0,8,1,5,3
6,7,5,1,0,4,8,2,9,3
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
6,0,8,2,7,1,3,5,9,4
3,6,2,8,5,9,1,7,4,0
7,2,9,4,6,0,8,1,5,3
2,0,1,6,5,8,9,3,7,4
3,6,2,8,5,9,1,7,4,0
2,7,5,6,0,4,1,9,8,3
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
9,4,7,3,6,2,0,1,8,5
2,1,3,5,8,9,4,6,7,0
6,0,8,2,7,1,3,5,9,4
0,7,3,8,6,1,9,4,2,5
2,1,3,5,8,9,4,6,7,0
7,0,5,6,8,1,2,4,3,9
6,7,5,1,0,4,8,2,9,3
6,7,5,1,0,4,8,2,9,3
9,4,7,3,6,2,0,1,8,5
6,7,5,1,0,4,8,2,9,3
6,0,8,2,7,1,3,5,9,4
2,1,3,5,8,9,4,6,7,0
3,6,2,8,5,9,1,7,4,0
0,6,9,1,7,2,4,3,8,5
2,1,3,5,8,9,4,6,7,0
6,0,8,2,7,1,3,5,9,4
7,0,5,6,8,1,2,4,3,9
6,7,5,1,0,4,8,2,9,3
2,0,1,6,5,8,9,3,7,4
7,2,9,4,6,0,8,1,5,3
2,1,3,5,8,9,4,6,7,0
2,0,1,6,5,8,9,3,7,4
6,0,8,2,7,1,3,5,9,4
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
3,6,2,8,5,9,1,7,4,0
