0,1,2,3,4,5,6,7,8,9
2,1,5,0,7,6,3,9,4,8
5,6,2,0,8,3,9,4,1,7
4,6,5,2,7,8,1,0,3,9
8,6,2,0,5,7,1,9,3,4
2,9,5,7,3,0,1,8,4,6
5,6,2,0,8,3,9,4,1,7
9,4,6,3,5,0,8,1,7,2
6,4,2,0,7,5,8,1,9,3
9,4,1,5,2,7,6,0,3,8
2,9,5,7,3,0,1,8,4,6
6,4,2,0,9,1,7,3,5,8
4,9,3,0,6,8,2,5,1,7
3,5,1,8,4,6,0,2,7,9
4,6,5,2,7,8,1,0,3,9
9,4,6,3,5,0,8,1,7,2
7,8,9,2,0,1,6,3,4,5
2,9,5,7,3,0,1,8,4,6
2,5,9,1,4,0,6,7,3,8
7,8,9,2,0,1,6,3,4,5
5,7,9,1,3,6,2,0,8,4
2,5,9,1,4,0,6,7,3,8
0,8,7,5,2,4,3,6,1,9
5,7,9,1,3,6,2,0,8,4
9,4,1,5,2,7,6,0,3,8
5,7,9,1,3,6,2,0,8,4
4,6,5,2,7,8,1,0,3,9
8,6,0,3,2,9,1,7,4,5
0,6,8,7,9,5,4,1,2,3
2,5,9,1,4,0,6,7,3,8
5,7,9,1,3,6,2,0,8,4
5,7,9,1,3,6,2,0,8,4
9,4,1,5,2,7,6,0,3,8
1,4,9,2,7,8,6,3,0,5
5,7,9,1,3,6,2,0,8,4
3,5,1,8,4,6,0,2,7,9
5,6,2,0,8,3,9,4,1,7
5,6,2,0,8,3,9,4,1,7
5,7,9,1,3,6,2,0,8,4
4,2,8,6,3,5,1,7,0,9
4,6,5,2,7,8,1,0,3,9
9,4,1,5,2,7,6,0,3,8
2,9,5,7,3,0,1,8,4,6
5,7,9,1,3,6,2,0,8,4
4,2,8,6,3,5,1,7,0,9
4,6,5,2,7,8,1,0,3,9
4,6,5,2,7,8,1,0,3,9
4,2,8,6,3,5,1,7,0,9
4,2,8,6,3,5,1,7,0,9
4,6,5,2,7,8,1,0,3,9
4,6,5,2,7,8,1,0,3,9
6,4,2,0,9,1,7,3,5,8
5,7,9,1,3,6,2,0,8,4
5,7,9,1,3,6,2,0,8,4
6,4,2,0,7,5,8,1,9,3
2,9,5,7,3,0,1,8,4,6
9,4,1,5,2,7,6,0,3,8
5,7,9,1,3,6,2,0,8,4
0,6,8,7,9,5,4,1,2,3
2,1,5,0,7,3,6,4,9,8
6,4,2,0,7,5,8,1,9,3
2,5,9,1,4,0,6,7,3,8
4,9,3,0,6,8,2,5,1,7
4,6,5,2,7,8,1,0,3,9
2,9,5,7,3,0,1,8,4,6
3,6,7,0,8,1,4,2,9,5
2,9,5,7,3,0,1,8,4,6
4,6,5,2,7,8,1,0,3,9
4,6,5,2,7,8,1,0,3,9
1,4,9,2,7,8,6,3,0,5
2,5,9,1,4,0,6,7,3,8
4,2,8,6,3,5,1,7,0,9
3,6,7,0,8,1,4,2,9,5
2,5,9,1,4,0,6,7,3,8
5,7,9,1,3,6,2,0,8,4
5,7,9,1,3,6,2,0,8,4
8,6,1,7,5,2,4,3,0,9
4,2,8,6,3,5,1,7,0,9
7,0,4,3,9,2,1,6,5,8
4,6,5,2,7,8,1,0,3,9
5,7,9,1,3,6,2,0,8,4
9,4,1,5,2,7,6,0,3,8
3,6,7,0,8,1,4,2,9,5
4,6,5,2,7,8,1,0,3,9
2,6,5,1,3,8,7,9,4,0
4,6,5,2,7,8,1,0,3,9
5,7,9,1,3,6,2,0,8,4
2,9,5,7,3,0,1,8,4,6
5,6,2,0,8,3,9,4,1,7
2,1,5,0,7,3,6,4,9,8
4,6,5,2,7,8,1,0,3,9
0,6,8,7,9,5,4,1,2,3
4,2,8,6,3,5,1,7,0,9
3,6,7,0,8,1,4,2,9,5
9,4,1,5,2,7,6,0,3,8
5,6,2,0,8,3,9,4,1,7
4,6,5,2,7,8,1,0,3,9
2,9,5,7,3,0,1,8,4,6
1,4,9,2,7,8,6,3,0,5
0,6,8,7,9,5,4,1,2,3
9,4,1,5,2,7,6,0,3,8
