0,1,2,3,4,5,6,7,8,9
1,4,3,5,9,6,0,7,8,2
0,8,7,1,2,3,5,6,4,9
8,6,4,9,3,0,1,2,7,5
1,3,9,8,5,0,2,6,7,4
8,6,4,9,3,0,1,2,7,5
8,6,4,9,3,0,1,2,7,5
7,1,5,0,2,3,6,9,4,8
6,2,9,1,4,8,7,5,0,3
8,6,4,9,3,0,1,2,7,5
5,3,1,6,0,2,9,8,4,7
2,8,7,0,9,5,1,4,3,6
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
6,2,9,1,4,8,7,5,0,3
2,7,0,8,9,5,1,6,3,4
8,6,4,9,3,0,1,2,7,5
5,6,4,9,0,7,3,8,2,1
9,2,1,7,3,4,8,6,0,5
1,3,9,8,5,0,2,6,7,4
6,7,4,9,3,8,2,5,0,1
9,2,1,7,3,4,8,6,0,5
1,6,5,2,9,4,3,0,8,7
5,9,2,7,1,3,8,6,4,0
6,3,2,8,7,4,1,5,9,0
1,3,9,8,5,0,2,6,7,4
1,3,9,8,5,0,2,6,7,4
6,7,4,9,3,8,2,5,0,1
6,9,1,2,5,7,0,4,3,8
6,2,9,1,4,8,7,5,0,3
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
6,7,4,9,3,8,2,5,0,1
2,8,7,0,9,5,1,4,3,6
2,8,7,0,9,5,1,4,3,6
5,9,2,7,1,3,8,6,4,0
8,6,4,9,3,0,1,2,7,5
9,7,0,6,1,3,2,8,5,4
1,6,5,2,9,4,3,0,8,7
6,2,9,1,4,8,7,5,0,3
1,4,3,5,9,6,0,7,8,2
8,6,4,9,3,0,1,2,7,5
1,4,3,5,9,6,0,7,8,2
2,8,7,0,9,5,1,4,3,6
6,1,7,9,3,0,5,4,2,8
1,6,5,2,9,4,3,0,8,7
5,9,2,7,1,3,8,6,4,0
8,6,4,9,3,0,1,2,7,5
2,8,7,0,9,5,1,4,3,6
5,6,4,9,0,7,3,8,2,1
1,6,5,2,9,4,3,0,8,7
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
5,9,2,7,1,3,8,6,4,0
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
6,7,4,9,3,8,2,5,0,1
8,6,4,9,3,0,1,2,7,5
6,2,9,1,4,8,7,5,0,3
8,6,4,9,3,0,1,2,7,5
8,6,4,9,3,0,1,2,7,5
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
8,6,4,9,3,0,1,2,7,5
2,8,7,0,9,5,1,4,3,6
6,7,4,9,3,8,2,5,0,1
5,9,2,7,1,3,8,6,4,0
1,4,3,5,6,0,9,8,7,2
6,3,2,8,7,4,1,5,9,0
1,3,9,8,5,0,2,6,7,4
8,6,4,9,3,0,1,2,7,5
8,6,4,9,3,0,1,2,7,5
4,6,9,1,0,2,8,5,3,7
6,7,4,9,3,8,2,5,0,1
1,4,3,5,6,0,9,8,7,2
5,9,2,7,1,3,8,6,4,0
1,6,5,2,9,4,3,0,8,7
5,6,4,9,0,7,3,8,2,1
2,8,7,0,9,5,1,4,3,6
8,0,3,1,9,7,5,6,4,2
2,8,7,0,9,5,1,4,3,6
1,3,9,8,5,0,2,6,7,4
3,9,6,2,1,5,4,0,8,7
6,9,1,2,5,7,0,4,3,8
6,7,4,9,3,8,2,5,0,1
8,6,4,9,3,0,1,2,7,5
5,9,2,7,1,3,8,6,4,0
6,2,9,1,4,8,7,5,0,3
6,7,4,9,3,8,2,5,0,1
1,3,9,8,5,0,2,6,7,4
8,6,4,9,3,0,1,2,7,5
4,6,3,5,8,9,0,1,2,7
8,6,4,9,3,0,1,2,7,5
8,6,4,9,3,0,1,2,7,5
1,3,6,8,2,4,7,9,0,5
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
9,2,1,7,3,4,8,6,0,5
6,2,9,1,4,8,7,5,0,3
8,6,4,9,3,0,1,2,7,5
6,7,4,9,3,8,2,5,0,1
