0,1,2,3,4,5,6,7,8,9
8,6,9,5,4,3,1,7,2,0
0,1,3,2,5,4,6,8,7,9
1,5,0,3,2,6,4,8,7,9
6,5,3,4,1,8,0,9,2,7
5,1,6,3,4,0,2,8,9,7
0,1,3,5,2,4,6,8,7,9
1,0,5,3,2,4,6,8,7,9
5,1,6,3,4,0,8,2,9,7
1,5,6,3,0,2,4,8,7,9
6,5,3,4,1,8,0,9,7,2
6,5,8,4,3,9,1,0,7,2
5,6,1,3,4,0,8,2,9,7
8,6,9,5,4,7,3,1,2,0
8,6,5,9,4,3,1,7,2,0
1,5,6,3,0,4,2,8,7,9
9,8,6,5,7,4,3,2,1,0
9,8,7,6,5,4,3,2,1,0
9,8,6,5,7,4,3,2,1,0
1,5,0,3,6,2,4,8,7,9
5,6,1,3,4,0,8,2,9,7
6,5,3,4,1,8,0,9,2,7
6,5,3,1,4,8,0,9,2,7
0,1,3,2,5,4,6,8,7,9
8,6,5,9,4,3,1,7,2,0
1,5,6,3,0,4,2,8,7,9
6,5,8,3,4,9,1,0,7,2
6,5,3,8,4,9,1,0,7,2
6,5,3,4,1,8,0,9,2,7
6,5,1,3,4,0,8,2,9,7
0,1,5,3,2,4,6,8,7,9
8,6,9,5,7,4,3,2,1,0
6,5,8,4,9,3,1,0,7,2
5,1,6,3,4,0,8,2,9,7
6,5,3,4,1,8,0,9,7,2
6,5,8,4,9,3,1,0,7,2
5,1,6,3,4,0,8,2,9,7
8,6,9,5,7,4,3,2,1,0
0,1,3,2,4,5,6,8,7,9
6,8,5,4,9,3,1,7,2,0
6,5,3,4,1,8,0,9,7,2
6,5,8,3,4,9,1,0,7,2
8,6,9,5,4,7,3,2,1,0
8,6,9,5,4,3,7,1,2,0
6,5,3,1,4,8,0,2,9,7
1,0,5,3,2,4,6,8,7,9
6,5,3,8,4,1,0,9,7,2
1,5,6,0,3,2,4,8,7,9
6,5,3,4,1,8,0,9,7,2
5,6,1,3,4,0,8,2,9,7
6,5,3,8,4,1,9,0,7,2
5,1,6,3,4,0,2,8,7,9
1,5,6,3,0,4,2,8,7,9
5,1,6,3,0,4,2,8,7,9
1,0,5,3,2,4,6,8,7,9
8,6,5,4,9,3,1,7,2,0
6,5,8,3,4,9,1,0,7,2
1,5,6,3,0,4,2,8,7,9
5,1,6,3,4,0,2,8,7,9
5,1,6,3,4,0,8,2,9,7
1,5,0,3,2,6,4,8,7,9
6,5,3,8,4,9,1,0,7,2
5,1,6,3,4,0,8,2,9,7
1,5,6,0,3,2,4,8,7,9
6,5,3,4,1,8,0,9,7,2
6,5,3,8,4,9,1,0,7,2
5,6,1,3,4,0,8,2,9,7
6,5,8,4,9,3,1,7,0,2
1,5,6,3,0,4,2,8,7,9
8,9,6,5,7,4,3,2,1,0
6,5,3,4,1,8,0,9,7,2
8,9,6,5,7,4,3,2,1,0
6,5,1,3,4,0,8,2,9,7
8,6,9,5,7,4,3,2,1,0
6,5,3,1,4,8,0,2,9,7
6,5,3,8,4,9,1,0,7,2
0,1,3,2,5,4,6,8,7,9
0,1,3,5,2,4,6,8,7,9
0,1,3,2,4,5,6,8,7,9
1,5,0,3,2,6,4,8,7,9
8,9,6,5,7,4,3,2,1,0
8,6,9,5,7,4,3,2,1,0
5,1,6,3,4,0,2,8,7,9
5,1,6,3,4,0,2,8,9,7
5,1,6,3,4,0,2,8,7,9
0,1,3,5,2,4,6,8,7,9
0,1,2,3,4,5,6,7,8,9
6,5,8,3,4,9,1,0,7,2
1,5,0,3,6,2,4,8,7,9
5,6,1,3,4,0,8,2,9,7
9,8,6,7,5,4,3,2,1,0
1,5,0,3,2,6,4,8,7,9
8,6,5,9,4,3,1,7,2,0
0,1,5,3,2,4,6,8,7,9
8,9,6,5,7,4,3,2,1,0
6,5,1,3,4,8,0,2,9,7
9,8,6,7,5,4,3,2,1,0
1,5,6,3,0,2,4,8,7,9
6,5,1,3,4,8,0,2,9,7
1,0,5,3,2,4,6,8,7,9
5,1,6,3,4,0,8,2,9,7
