0,1,2,3,4,5,6,7,8,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
3,8,6,5,0,2,1,7,4,9
6,1,2,9,0,4,5,3,8,7
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
2,0,7,9,8,3,6,4,5,1
6,1,2,9,0,4,5,3,8,7
6,0,8,4,2,9,7,5,3,1
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
6,0,8,4,2,9,7,5,3,1
6,1,2,9,0,4,5,3,8,7
2,0,7,9,8,3,6,4,5,1
6,0,8,4,2,9,7,5,3,1
3,8,5,2,6,1,0,4,7,9
6,5,4,2,1,9,7,8,0,3
3,8,5,2,6,1,0,4,7,9
6,7,5,0,3,1,4,8,9,2
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
5,3,9,6,4,7,2,1,8,0
6,1,2,9,0,4,5,3,8,7
5,3,9,6,4,7,2,1,8,0
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
6,7,5,0,3,1,4,8,9,2
6,0,8,4,2,9,7,5,3,1
5,3,9,6,4,7,2,1,8,0
3,8,6,5,0,2,1,7,4,9
2,0,7,9,8,3,6,4,5,1
3,8,6,5,0,2,1,7,4,9
2,0,7,9,8,3,6,4,5,1
0,9,5,4,6,8,1,7,3,2
5,3,9,6,4,7,2,1,8,0
6,1,2,9,0,4,5,3,8,7
5,3,9,6,4,7,2,1,8,0
6,7,5,0,3,1,4,8,9,2
6,7,5,0,3,1,4,8,9,2
6,7,5,0,3,1,4,8,9,2
2,0,7,9,8,3,6,4,5,1
6,0,8,4,2,9,7,5,3,1
3,8,5,2,6,1,0,4,7,9
6,0,8,4,2,9,7,5,3,1
6,7,5,0,3,1,4,8,9,2
6,5,4,2,1,9,7,8,0,3
3,8,5,2,6,1,0,4,7,9
0,9,5,4,6,8,1,7,3,2
6,5,4,2,1,9,7,8,0,3
6,0,8,4,2,9,7,5,3,1
6,0,8,4,2,9,7,5,3,1
6,0,8,4,2,9,7,5,3,1
3,8,5,2,6,1,0,4,7,9
5,3,9,6,4,7,2,1,8,0
6,5,4,2,1,9,7,8,0,3
5,3,9,6,4,7,2,1,8,0
5,3,9,6,4,7,2,1,8,0
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
6,5,4,2,1,9,7,8,0,3
8,2,4,7,1,5,9,3,6,0
3,8,5,2,6,1,0,4,7,9
6,0,8,4,2,9,7,5,3,1
6,7,5,0,3,1,4,8,9,2
6,0,8,4,2,9,7,5,3,1
6,0,8,4,2,9,7,5,3,1
5,3,9,6,4,7,2,1,8,0
3,8,5,2,6,1,0,4,7,9
3,1,6,8,7,2,9,4,5,0
3,8,5,2,6,1,0,4,7,9
6,5,4,2,1,9,7,8,0,3
6,0,8,4,2,9,7,5,3,1
6,7,5,0,3,1,4,8,9,2
3,8,5,2,6,1,0,4,7,9
0,9,5,4,6,8,1,7,3,2
6,5,4,2,1,9,7,8,0,3
6,7,5,0,3,1,4,8,9,2
3,8,6,5,0,2,1,7,4,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
6,0,8,4,2,9,7,5,3,1
9,7,8,4,1,2,6,0,3,5
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
3,8,5,2,6,1,0,4,7,9
5,3,9,6,4,7,2,1,8,0
6,0,8,4,2,9,7,5,3,1
0,9,5,4,6,8,1,7,3,2
6,5,4,2,1,9,7,8,0,3
6,0,8,4,2,9,7,5,3,1
6,1,2,9,0,4,5,3,8,7
3,8,5,2,6,1,0,4,7,9
5,3,9,6,4,7,2,1,8,0
6,7,5,0,3,1,4,8,9,2
6,7,5,0,3,1,4,8,9,2
6,0,8,4,2,9,7,5,3,1
