0,1,2,3,4,5,6,7,8,9
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
0,8,9,4,6,1,7,5,3,2
3,9,0,7,4,5,6,2,8,1
7,5,1,4,6,9,2,8,3,0
4,1,0,7,9,2,6,3,8,5
9,1,0,5,3,2,8,6,4,7
0,4,5,7,2,3,6,9,1,8
7,8,6,4,0,3,9,1,5,2
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
5,0,2,9,3,8,4,7,6,1
0,8,9,4,6,1,7,5,3,2
5,0,2,9,3,8,4,7,6,1
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
4,2,7,3,1,9,8,6,0,5
5,2,7,9,1,8,0,4,3,6
3,9,0,7,4,5,6,2,8,1
7,5,1,4,6,9,2,8,3,0
7,5,1,4,6,9,2,8,3,0
0,4,5,7,2,3,6,9,1,8
0,4,5,7,2,3,6,9,1,8
7,5,1,4,6,9,2,8,3,0
7,5,1,4,6,9,2,8,3,0
8,5,7,3,6,4,1,9,0,2
3,9,0,7,4,5,6,2,8,1
7,5,1,4,6,9,2,8,3,0
3,9,4,8,0,2,6,5,1,7
7,5,1,4,6,9,2,8,3,0
3,9,0,7,4,5,6,2,8,1
9,1,0,5,3,2,8,6,4,7
3,9,0,7,4,5,6,2,8,1
5,0,2,9,3,8,4,7,6,1
9,1,0,5,3,2,8,6,4,7
3,9,0,7,4,5,6,2,8,1
3,9,0,7,4,5,6,2,8,1
3,9,0,7,4,5,6,2,8,1
0,8,9,4,6,1,7,5,3,2
3,9,0,7,4,5,6,2,8,1
3,9,0,7,4,5,6,2,8,1
5,2,7,9,1,8,0,4,3,6
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
5,6,9,8,1,2,7,4,3,0
0,4,5,7,2,3,6,9,1,8
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
3,9,0,7,4,5,6,2,8,1
7,5,1,4,6,9,2,8,3,0
0,4,5,7,2,3,6,9,1,8
3,9,0,7,4,5,6,2,8,1
0,4,5,7,2,3,6,9,1,8
0,4,5,7,2,3,6,9,1,8
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
3,9,0,7,4,5,6,2,8,1
3,9,0,7,4,5,6,2,8,1
4,2,7,3,1,9,8,6,0,5
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
0,8,9,4,6,1,7,5,3,2
9,1,0,5,3,2,8,6,4,7
7,5,1,4,6,9,2,8,3,0
4,2,7,3,1,9,8,6,0,5
5,2,7,9,1,8,0,4,3,6
3,9,0,7,4,5,6,2,8,1
4,2,7,3,1,9,8,6,0,5
3,9,0,7,4,5,6,2,8,1
0,2,3,4,6,1,9,5,7,8
1,9,5,8,3,2,0,7,6,4
3,9,0,7,4,5,6,2,8,1
7,5,1,4,6,9,2,8,3,0
9,1,0,5,3,2,8,6,4,7
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
0,4,5,7,2,3,6,9,1,8
3,9,0,7,4,5,6,2,8,1
3,9,0,7,4,5,6,2,8,1
7,8,6,4,0,3,9,1,5,2
0,8,9,4,6,1,7,5,3,2
4,2,7,3,1,9,8,6,0,5
4,2,7,3,1,9,8,6,0,5
0,2,3,4,6,1,9,5,7,8
9,1,0,5,3,2,8,6,4,7
7,5,1,4,6,9,2,8,3,0
5,2,7,9,1,8,0,4,3,6
0,4,5,7,2,3,6,9,1,8
9,1,0,5,3,2,8,6,4,7
3,9,0,7,4,5,6,2,8,1
4,2,7,3,1,9,8,6,0,5
9,1,0,5,3,2,8,6,4,7
5,0,2,9,3,8,4,7,6,1
