0,1,2,3,4,5,6,7,8,9
9,1,4,8,3,2,5,6,7,0
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
8,2,3,0,7,5,4,1,6,9
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
8,2,4,3,6,0,1,5,7,9
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
9,2,3,0,6,1,4,8,5,7
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
2,8,1,7,3,5,4,0,9,6
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
8,2,3,0,7,5,4,1,6,9
9,1,4,8,3,2,5,6,7,0
8,2,3,0,7,5,4,1,6,9
2,3,7,5,0,4,9,6,8,1
6,7,9,0,5,1,8,4,2,3
2,8,1,7,3,5,4,0,9,6
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
9,1,4,8,3,2,5,6,7,0
8,6,2,1,7,4,0,3,9,5
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
8,2,4,3,6,0,1,5,7,9
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
8,2,4,3,6,0,1,5,7,9
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
8,2,3,0,7,5,4,1,6,9
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
9,1,4,8,3,2,5,6,7,0
6,7,9,0,5,1,8,4,2,3
2,3,7,5,0,4,9,6,8,1
2,3,7,5,0,4,9,6,8,1
2,3,7,5,0,4,9,6,8,1
