0,1,2,3,4,5,6,7,8,9
8,0,4,3,6,2,9,1,7,5
2,1,3,4,7,6,5,8,9,0
2,0,1,8,7,5,3,4,9,6
2,1,3,4,7,6,5,8,9,0
9,1,2,3,8,7,0,4,6,5
8,0,4,3,6,2,9,1,7,5
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
8,5,4,3,7,2,0,9,1,6
8,0,4,3,6,2,9,1,7,5
2,1,3,4,7,6,5,8,9,0
8,0,4,3,6,2,9,1,7,5
9,1,2,3,8,7,0,4,6,5
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
9,1,2,3,8,7,0,4,6,5
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
9,1,2,3,8,7,0,4,6,5
7,4,6,5,8,0,2,3,9,1
8,0,4,3,6,2,9,1,7,5
7,4,6,5,8,0,2,3,9,1
2,0,1,8,7,5,3,4,9,6
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
3,4,6,8,0,9,7,2,1,5
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
8,0,4,3,6,2,9,1,7,5
8,5,4,3,7,2,0,9,1,6
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
8,0,4,3,6,2,9,1,7,5
8,0,4,3,6,2,9,1,7,5
2,1,3,4,7,6,5,8,9,0
8,5,4,3,7,2,0,9,1,6
2,1,3,4,7,6,5,8,9,0
8,5,4,3,7,2,0,9,1,6
2,1,3,4,7,6,5,8,9,0
8,5,4,3,7,2,0,9,1,6
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
2,0,1,8,7,5,3,4,9,6
7,4,6,5,8,0,2,3,9,1
3,2,7,4,8,1,9,5,6,0
7,4,6,5,8,0,2,3,9,1
7,4,6,5,8,0,2,3,9,1
8,5,4,3,7,2,0,9,1,6
8,5,4,3,7,2,0,9,1,6
9,1,4,8,3,7,6,0,5,2
2,0,1,8,7,5,3,4,9,6
9,1,4,8,3,7,6,0,5,2
7,4,6,5,8,0,2,3,9,1
8,0,4,3,6,2,9,1,7,5
7,4,6,5,8,0,2,3,9,1
9,1,2,3,8,7,0,4,6,5
9,1,2,3,8,7,0,4,6,5
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
8,5,4,3,7,2,0,9,1,6
9,1,2,3,8,7,0,4,6,5
7,4,6,5,8,0,2,3,9,1
7,4,6,5,8,0,2,3,9,1
8,0,4,3,6,2,9,1,7,5
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
8,0,4,3,6,2,9,1,7,5
7,4,6,5,8,0,2,3,9,1
7,4,6,5,8,0,2,3,9,1
7,4,6,5,8,0,2,3,9,1
8,5,4,3,7,2,0,9,1,6
8,5,4,3,7,2,0,9,1,6
2,1,3,4,7,6,5,8,9,0
8,0,4,3,6,2,9,1,7,5
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
8,0,4,3,6,2,9,1,7,5
9,1,2,3,8,7,0,4,6,5
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
9,1,2,3,8,7,0,4,6,5
8,5,4,3,7,2,0,9,1,6
2,1,3,4,7,6,5,8,9,0
1,9,3,0,4,5,8,7,6,2
8,0,4,3,6,2,9,1,7,5
7,4,6,5,8,0,2,3,9,1
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
2,1,3,4,7,6,5,8,9,0
7,4,6,5,8,0,2,3,9,1
3,2,7,4,8,1,9,5,6,0
7,4,6,5,8,0,2,3,9,1
7,4,6,5,8,0,2,3,9,1
