,0,1,2,3,4,5,6
1,Write-In cells: 194,,,,,,
2,Overvote cells: 254,,,,,,
3,Abigail Martin: 0,,,,,,
4,Mino Lora: 1,,,,,,
5,Jessica Haller: 2,,,,,,
6,Eric Dinowitz: 3,,,,,,
7,Daniel Padernacht: 4,,,,,,
8,Marcos Sierra: 5,,,,,,
9,Carlton Berkley: 6,,,,,,
49,0,1.0,2.0,,,,
104,0,3.0,2.0,4.0,5.0,,
105,3,1.0,6.0,0.0,2.0,,
107,3,,,,,,
109,3,6.0,0.0,2.0,5.0,,
112,3,0.0,2.0,6.0,1.0,,
114,3,,,,,,
116,1,3.0,6.0,2.0,0.0,,
117,3,,,,,,
120,2,,,,,,
122,3,6.0,0.0,2.0,1.0,,
124,3,6.0,1.0,5.0,0.0,,
125,6,1.0,2.0,0.0,4.0,,
128,3,4.0,0.0,1.0,2.0,,
130,3,,,,,,
132,0,2.0,4.0,6.0,5.0,,
165,0,3.0,2.0,4.0,5.0,,
166,0,2.0,1.0,3.0,4.0,,
169,3,,,,,,
170,3,4.0,0.0,2.0,,,
172,2,0.0,4.0,5.0,6.0,,
174,3,2.0,6.0,1.0,0.0,,
177,2,1.0,3.0,6.0,0.0,,
319,3,0.0,5.0,1.0,6.0,,
321,3,4.0,5.0,0.0,2.0,,
323,3,2.0,0.0,4.0,1.0,,
325,3,0.0,4.0,1.0,,,
327,1,3.0,,,,,
329,3,,,,,,
331,2,,,,,,
333,3,0.0,4.0,,,,
335,5,1.0,0.0,2.0,3.0,,
337,1,,,,,,
341,3,4.0,0.0,6.0,,,
343,3,,,,,,
345,3,1.0,,,,,
347,3,4.0,6.0,0.0,,,
349,4,,,,,,
351,3,5.0,0.0,2.0,6.0,,
407,1,4.0,2.0,3.0,,,
409,3,0.0,2.0,5.0,,,
491,4,5.0,6.0,0.0,3.0,,
493,4,1.0,,,,,
495,1,4.0,5.0,0.0,6.0,,
498,4,3.0,0.0,2.0,6.0,,
499,4,3.0,1.0,6.0,5.0,,
501,3,,,,,,
504,4,3.0,6.0,0.0,2.0,,
669,3,2.0,1.0,4.0,,,
707,3,0.0,,,,,
708,0,3.0,2.0,4.0,1.0,,
713,0,,,,,,
717,3,2.0,4.0,,,,
719,3,2.0,4.0,1.0,6.0,,
723,3,4.0,,,,,
725,3,5.0,6.0,4.0,0.0,,
727,3,,,,,,
729,3,0.0,,,,,
730,3,0.0,,,,,
732,3,,,,,,
733,3,,,,,,
736,3,4.0,1.0,2.0,0.0,,
737,3,0.0,2.0,,,,
740,3,,,,,,
742,3,,,,,,
744,3,,,,,,
746,0,,,,,,
748,2,,,,,,
750,2,,,,,,
752,3,,,,,,
754,4,0.0,2.0,1.0,,,
755,4,2.0,0.0,3.0,,,
758,3,4.0,2.0,1.0,,,
760,3,4.0,,,,,
762,3,4.0,1.0,,,,
764,3,,,,,,
766,1,0.0,6.0,4.0,,,
767,3,2.0,5.0,4.0,6.0,,
770,3,,,,,,
772,0,1.0,4.0,5.0,2.0,,
773,3,4.0,0.0,,,,
776,1,2.0,0.0,3.0,4.0,,
777,1,0.0,2.0,,,,
779,3,,,,,,
782,3,,,,,,
784,3,,,,,,
785,3,2.0,4.0,0.0,6.0,,
790,3,,,,,,
791,3,,,,,,
793,3,2.0,6.0,,,,
795,3,1.0,0.0,4.0,2.0,,
797,0,1.0,4.0,5.0,6.0,,
798,3,2.0,4.0,0.0,1.0,,
800,4,6.0,5.0,0.0,,,
802,3,4.0,0.0,,,,
805,3,4.0,,,,,
807,3,2.0,4.0,,,,
809,3,2.0,,,,,
811,3,2.0,,,,,
812,2,1.0,0.0,,,,
888,3,2.0,0.0,1.0,6.0,,
890,1,2.0,0.0,3.0,4.0,,
891,3,0.0,1.0,6.0,2.0,,
893,3,1.0,2.0,0.0,5.0,,
895,3,2.0,0.0,1.0,5.0,,
898,3,0.0,1.0,2.0,6.0,,
899,3,6.0,0.0,2.0,5.0,,
900,3,0.0,5.0,1.0,6.0,,
902,3,1.0,0.0,2.0,4.0,,
904,3,1.0,,,,,
906,3,2.0,1.0,,,,
908,3,6.0,0.0,2.0,4.0,,
912,1,2.0,0.0,3.0,4.0,,
914,3,0.0,1.0,6.0,5.0,,
917,0,1.0,3.0,,,,
918,3,0.0,1.0,2.0,5.0,,
920,3,0.0,1.0,4.0,5.0,,
922,3,0.0,4.0,1.0,6.0,,
924,3,1.0,2.0,0.0,4.0,,
927,3,1.0,0.0,2.0,,,
930,0,,,,,,
931,3,1.0,4.0,2.0,0.0,,
938,0,2.0,4.0,5.0,3.0,,
1251,3,0.0,2.0,4.0,6.0,,
1253,0,2.0,3.0,4.0,5.0,,
1255,3,1.0,6.0,0.0,2.0,,
1257,0,1.0,2.0,4.0,5.0,,
1259,3,0.0,,,,,
1260,0,4.0,3.0,,,,
1262,3,2.0,0.0,,,,
1264,0,3.0,,,,,
1266,3,1.0,6.0,0.0,5.0,,
1269,3,1.0,2.0,4.0,6.0,,
1271,1,5.0,6.0,3.0,0.0,,
1272,3,0.0,1.0,4.0,2.0,,
1293,4,,,,,,
1296,0,1.0,4.0,,,,
1297,3,1.0,0.0,4.0,2.0,,
1299,1,0.0,2.0,4.0,3.0,,
1301,3,1.0,2.0,5.0,0.0,,
1303,3,0.0,4.0,5.0,,,
1305,3,,,,,,
1308,3,0.0,2.0,,,,
1310,3,1.0,,,,,
1311,3,2.0,1.0,6.0,5.0,,
1314,3,2.0,,,,,
1316,2,3.0,0.0,,,,
1317,3,,,,,,
1319,3,4.0,1.0,2.0,,,
1321,0,5.0,6.0,2.0,4.0,,
1323,3,0.0,6.0,2.0,5.0,,
1325,3,,,,,,
1328,1,3.0,0.0,2.0,4.0,,
1329,0,3.0,5.0,,,,
1331,2,3.0,,,,,
1333,3,,,,,,
1336,1,0.0,4.0,,,,
1338,3,,,,,,
1340,3,0.0,,,,,
1342,2,1.0,0.0,4.0,,,
1343,0,1.0,6.0,5.0,2.0,,
1345,3,,,,,,
1347,1,4.0,,,,,
1379,3,,,,,,
1381,5,,,,,,
1385,0,4.0,2.0,1.0,6.0,,
1386,0,4.0,2.0,1.0,6.0,,
1390,1,3.0,0.0,2.0,5.0,,
1392,3,4.0,1.0,2.0,5.0,,
1394,1,3.0,2.0,,,,
1395,3,,,,,,
1398,6,3.0,0.0,5.0,1.0,,
1435,1,,,,,,
1437,3,1.0,,,,,
1440,4,2.0,3.0,1.0,,,
1441,3,1.0,,,,,
1444,2,1.0,4.0,0.0,3.0,,
1445,1,,,,,,
1447,0,,,,,,
1450,3,4.0,,,,,
1452,3,,,,,,
1454,3,0.0,4.0,5.0,,,
1456,1,,,,,,
1458,3,2.0,6.0,1.0,,,
1460,3,1.0,2.0,0.0,4.0,,
1462,1,3.0,0.0,,,,
1464,3,2.0,1.0,6.0,,,
1466,1,3.0,,,,,
1468,1,3.0,,,,,
1470,3,1.0,0.0,,,,
1474,2,0.0,4.0,3.0,,,
1475,3,4.0,,,,,
1478,1,4.0,,,,,
1480,3,1.0,,,,,
1481,3,1.0,6.0,2.0,,,
1484,1,,,,,,
1485,4,2.0,3.0,0.0,1.0,,
1488,3,,,,,,
1490,4,2.0,3.0,0.0,1.0,,
1491,3,0.0,2.0,1.0,5.0,,
1494,1,4.0,,,,,
1496,3,,,,,,
1498,3,4.0,,,,,
1499,3,4.0,,,,,
1502,4,3.0,,,,,
1503,3,0.0,4.0,,,,
1506,0,,,,,,
1508,3,0.0,,,,,
1510,3,0.0,,,,,
1512,1,0.0,3.0,,,,
1514,1,0.0,3.0,,,,
1515,3,0.0,4.0,,,,
1519,4,3.0,0.0,,,,
1521,1,0.0,5.0,6.0,4.0,,
1523,3,,,,,,
1525,3,1.0,4.0,,,,
1526,1,0.0,5.0,6.0,4.0,,
1529,3,,,,,,
1530,0,1.0,2.0,4.0,3.0,,
1533,3,4.0,1.0,,,,
1535,1,,,,,,
1537,1,,,,,,
1541,3,,,,,,
1543,3,,,,,,
1545,0,2.0,3.0,5.0,6.0,,
1546,3,,,,,,
1549,1,2.0,3.0,,,,
1551,1,4.0,0.0,3.0,,,
1554,3,,,,,,
1556,3,2.0,,,,,
1558,3,2.0,,,,,
1560,3,,,,,,
1562,3,,,,,,
1564,3,,,,,,
1566,0,,,,,,
1568,3,,,,,,
1570,3,2.0,0.0,4.0,5.0,,
1573,3,,,,,,
1574,3,,,,,,
1576,0,3.0,2.0,4.0,,,
1578,3,1.0,2.0,4.0,6.0,,
1579,4,0.0,3.0,2.0,,,
1581,3,2.0,,,,,
1583,3,1.0,4.0,2.0,,,
1586,1,,,,,,
1587,3,1.0,2.0,5.0,4.0,,
1590,2,,,,,,
1592,3,,,,,,
1594,3,0.0,2.0,,,,
1596,3,4.0,2.0,1.0,0.0,,
1598,3,,,,,,
1600,4,0.0,2.0,3.0,,,
1602,3,4.0,0.0,2.0,5.0,,
1604,1,,,,,,
1606,1,2.0,0.0,3.0,4.0,,
1607,3,2.0,4.0,,,,
1610,3,,,,,,
1611,3,,,,,,
1649,3,4.0,2.0,,,,
1651,2,1.0,,,,,
1653,1,4.0,3.0,0.0,,,
1655,1,4.0,3.0,0.0,,,
1657,0,2.0,3.0,1.0,6.0,,
1659,3,2.0,4.0,,,,
1660,3,,,,,,
1663,3,0.0,2.0,,,,
1664,4,3.0,,,,,
1666,4,6.0,0.0,2.0,1.0,,
1669,1,3.0,0.0,2.0,,,
1670,0,1.0,4.0,2.0,,,
1672,3,,,,,,
1674,1,,,,,,
1676,3,,,,,,
1678,3,1.0,2.0,4.0,0.0,,
1681,3,,,,,,
1684,3,,,,,,
1686,3,,,,,,
1687,0,2.0,6.0,,,,
1689,0,1.0,2.0,3.0,6.0,,
1691,3,,,,,,
1693,2,,,,,,
1695,2,,,,,,
1698,3,2.0,6.0,0.0,5.0,,
1700,2,0.0,4.0,1.0,3.0,,
1702,0,1.0,4.0,,,,
1704,3,,,,,,
1705,3,,,,,,
1709,3,0.0,4.0,,,,
1710,0,1.0,5.0,6.0,3.0,,
1713,3,4.0,2.0,0.0,5.0,,
1714,2,3.0,,,,,
1716,3,0.0,4.0,2.0,5.0,,
1718,1,0.0,4.0,,,,
1720,3,5.0,,,,,
1722,3,,,,,,
1724,3,4.0,2.0,,,,
1727,3,4.0,1.0,2.0,,,
1728,1,2.0,,,,,
1730,3,6.0,2.0,4.0,0.0,,
1732,1,0.0,5.0,6.0,,,
1734,1,2.0,,,,,
1737,3,0.0,4.0,2.0,1.0,,
1738,2,3.0,0.0,4.0,1.0,,
1740,3,1.0,2.0,0.0,,,
1742,3,,,,,,
1775,3,,,,,,
1777,3,1.0,2.0,,,,
1779,3,2.0,4.0,,,,
1781,3,,,,,,
1785,3,4.0,2.0,,,,
1786,3,,,,,,
1788,3,,,,,,
1790,3,2.0,4.0,1.0,5.0,,
1793,3,1.0,,,,,
1794,3,1.0,,,,,
1797,1,2.0,3.0,,,,
1798,3,0.0,1.0,,,,
1801,3,,,,,,
1802,3,,,,,,
1804,1,2.0,0.0,3.0,,,
1807,3,4.0,,,,,
1809,3,4.0,,,,,
1810,3,,,,,,
1812,3,1.0,4.0,0.0,2.0,,
1815,3,4.0,,,,,
1817,3,,,,,,
1819,3,4.0,1.0,6.0,2.0,,
1821,1,2.0,4.0,3.0,0.0,,
1823,3,4.0,,,,,
1825,3,2.0,0.0,5.0,,,
1827,3,2.0,0.0,5.0,6.0,,
1828,1,3.0,2.0,0.0,5.0,,
1831,1,0.0,4.0,,,,
1833,2,0.0,1.0,,,,
1836,1,0.0,5.0,3.0,,,
1837,3,,,,,,
1840,3,2.0,,,,,
1844,1,2.0,5.0,0.0,3.0,,
1847,3,1.0,4.0,0.0,2.0,,
1848,3,,,,,,
1850,3,2.0,4.0,,,,
1853,3,2.0,0.0,1.0,4.0,,
1854,1,,,,,,
1856,3,,,,,,
1858,1,4.0,,,,,
1860,1,4.0,,,,,
1862,3,4.0,0.0,2.0,,,
1864,4,2.0,,,,,
1867,1,2.0,0.0,,,,
1869,3,1.0,2.0,4.0,0.0,,
1870,1,,,,,,
1873,3,4.0,0.0,2.0,,,
1875,0,,,,,,
1877,0,5.0,,,,,
1880,3,,,,,,
1882,3,1.0,,,,,
1884,3,,,,,,
1886,4,3.0,0.0,2.0,5.0,,
1887,2,4.0,5.0,,,,
1890,3,1.0,2.0,0.0,5.0,,
1916,3,0.0,4.0,5.0,2.0,,
1919,0,5.0,3.0,2.0,,,
1921,3,,,,,,
1922,3,1.0,2.0,,,,
1924,3,4.0,1.0,,,,
1927,3,,,,,,
1929,1,2.0,3.0,0.0,4.0,,
1931,1,0.0,2.0,4.0,,,
1932,3,0.0,,,,,
1935,3,1.0,4.0,,,,
1937,3,4.0,,,,,
1938,3,,,,,,
1940,3,2.0,1.0,4.0,0.0,,
1942,2,1.0,0.0,6.0,5.0,,
1945,1,2.0,,,,,
1946,1,0.0,3.0,,,,
1948,1,4.0,0.0,,,,
1950,3,,,,,,
1953,0,1.0,5.0,4.0,2.0,,
1955,3,,,,,,
1956,1,3.0,0.0,,,,
1959,3,0.0,5.0,1.0,2.0,,
1960,3,,,,,,
1962,3,1.0,4.0,0.0,,,
1995,3,2.0,4.0,1.0,0.0,,
1997,3,,,,,,
2000,0,1.0,2.0,,,,
2001,1,2.0,3.0,,,,
2003,4,1.0,2.0,0.0,,,
2005,3,1.0,4.0,,,,
2008,3,,,,,,
2010,3,4.0,1.0,,,,
2011,3,1.0,4.0,,,,
2013,3,1.0,4.0,,,,
2014,3,1.0,0.0,2.0,,,
2018,3,2.0,,,,,
2021,3,,,,,,
2022,3,4.0,,,,,
2024,1,4.0,2.0,3.0,,,
2027,0,2.0,6.0,,,,
2028,2,,,,,,
2031,4,1.0,5.0,,,,
2032,3,,,,,,
2034,3,0.0,1.0,2.0,6.0,,
2037,1,3.0,,,,,
2040,3,4.0,1.0,0.0,2.0,,
2042,3,4.0,,,,,
2047,3,0.0,,,,,
2048,4,0.0,3.0,5.0,6.0,,
2050,3,2.0,4.0,1.0,0.0,,
2053,4,1.0,0.0,,,,
2054,0,3.0,4.0,1.0,2.0,,
2056,2,,,,,,
2058,1,0.0,4.0,3.0,,,
2061,3,,,,,,
2062,4,,,,,,
2064,3,,,,,,
2070,3,2.0,4.0,0.0,1.0,,
2073,3,2.0,1.0,0.0,4.0,,
2074,3,,,,,,
2077,3,,,,,,
2081,3,,,,,,
2083,0,2.0,3.0,,,,
2084,4,1.0,,,,,
2085,3,,,,,,
2087,3,,,,,,
2089,3,4.0,1.0,,,,
2090,3,,,,,,
2094,3,,,,,,
2096,4,6.0,5.0,0.0,,,
2098,3,6.0,0.0,,,,
2101,3,,,,,,
2103,3,6.0,0.0,2.0,1.0,,
2104,3,0.0,2.0,4.0,6.0,,
2108,4,2.0,0.0,1.0,,,
2109,3,4.0,,,,,
2110,3,,,,,,
2111,3,0.0,4.0,1.0,2.0,,
2114,3,,,,,,
2116,1,4.0,2.0,0.0,6.0,,
2141,3,0.0,1.0,,,,
2144,3,,,,,,
2146,1,2.0,3.0,,,,
2148,4,6.0,0.0,,,,
2150,3,,,,,,
2152,1,0.0,2.0,4.0,3.0,,
2154,0,3.0,,,,,
2156,0,1.0,3.0,6.0,4.0,,
2158,3,0.0,,,,,
2160,3,0.0,,,,,
2162,1,0.0,2.0,3.0,4.0,,
2164,4,0.0,3.0,,,,
2166,3,0.0,2.0,,,,
2168,3,1.0,,,,,
2169,0,1.0,3.0,,,,
2171,3,1.0,0.0,,,,
2186,3,,,,,,
2187,0,,,,,,
2190,6,0.0,2.0,1.0,4.0,,
2192,3,0.0,1.0,6.0,4.0,,
2194,2,5.0,3.0,0.0,,,
2198,3,1.0,,,,,
2200,3,,,,,,
2202,0,3.0,1.0,6.0,4.0,,
2204,1,2.0,0.0,3.0,,,
2206,6,,,,,,
2208,2,0.0,4.0,1.0,,,
2210,0,,,,,,
2212,1,3.0,,,,,
2214,3,0.0,6.0,,,,
2216,3,,,,,,
2218,1,3.0,,,,,
2220,3,1.0,,,,,
2224,3,,,,,,
2228,2,4.0,1.0,3.0,0.0,,
2229,4,2.0,1.0,,,,
2250,3,4.0,1.0,2.0,0.0,,
2301,1,0.0,2.0,3.0,5.0,,
2303,1,4.0,0.0,5.0,,,
2305,3,1.0,4.0,0.0,2.0,,
2307,3,4.0,5.0,2.0,,,
2309,1,3.0,0.0,2.0,5.0,,
2311,3,4.0,1.0,0.0,,,
2313,1,2.0,,,,,
2315,1,0.0,4.0,3.0,2.0,,
2317,3,,,,,,
2319,3,,,,,,
2320,3,2.0,1.0,,,,
