,0,1,2,3
1,Write-In cells: 461,,,
2,Overvote cells: 189,,,
3,Ahmadou T. Diallo: 0,,,
4,Abdourahamane Diallo: 1,,,
5,Althea V. Stevens: 2,,,
6,Yves T. Filius: 3,,,
130,0,1.0,2.0,3.0
133,1,2.0,3.0,0.0
135,1,0.0,,
137,2,1.0,,
139,0,2.0,3.0,
142,1,0.0,3.0,2.0
143,2,,,
146,2,0.0,1.0,3.0
148,2,,,
149,2,,,
151,3,2.0,0.0,1.0
153,2,,,
156,2,3.0,0.0,1.0
158,2,,,
160,2,0.0,3.0,
424,2,3.0,,
426,1,2.0,0.0,3.0
427,2,,,
430,2,3.0,,
432,2,0.0,1.0,3.0
434,2,3.0,0.0,
469,2,3.0,0.0,1.0
472,2,3.0,,
473,0,1.0,3.0,2.0
475,2,3.0,0.0,1.0
478,2,3.0,0.0,1.0
479,2,,,
483,3,2.0,,
484,0,,,
487,2,3.0,0.0,1.0
586,2,3.0,0.0,1.0
587,0,,,
591,2,,,
593,2,,,
596,3,1.0,,
598,0,2.0,,
648,1,0.0,2.0,3.0
649,2,,,
652,3,0.0,1.0,2.0
654,2,1.0,0.0,3.0
655,2,,,
657,0,3.0,1.0,2.0
658,3,2.0,0.0,1.0
660,1,,,
662,0,1.0,,
937,0,2.0,1.0,3.0
1016,2,,,
1018,2,3.0,0.0,1.0
1020,3,2.0,,
1021,2,3.0,0.0,1.0
1023,2,3.0,,
1030,0,,,
1228,1,2.0,3.0,0.0
1229,0,,,
1234,3,0.0,,
1236,2,,,
1238,2,,,
1240,0,,,
1282,2,1.0,0.0,3.0
1284,1,2.0,,
1287,2,3.0,,
1288,0,1.0,2.0,3.0
1966,2,3.0,0.0,1.0
1967,0,1.0,2.0,
1968,2,0.0,1.0,3.0
1969,2,0.0,1.0,3.0
1973,0,1.0,2.0,3.0
2971,2,,,
2973,0,,,
2976,2,1.0,0.0,
2977,0,2.0,3.0,1.0
2980,2,,,
2982,2,3.0,1.0,
2986,2,3.0,0.0,
2987,2,,,
2989,2,,,
3323,0,3.0,2.0,
3326,2,,,
3327,2,0.0,1.0,3.0
3330,2,3.0,0.0,1.0
3331,2,,,
3333,2,,,
3335,2,,,
3338,2,,,
3339,2,,,
3517,0,2.0,1.0,3.0
3518,2,0.0,3.0,
3535,2,3.0,0.0,1.0
4162,2,0.0,3.0,1.0
4165,2,,,
4167,2,3.0,0.0,1.0
4168,3,2.0,0.0,1.0
4171,3,0.0,,
4173,2,3.0,0.0,1.0
4175,3,1.0,0.0,2.0
4177,2,,,
4178,2,,,
4180,2,,,
4182,2,3.0,0.0,1.0
4185,3,,,
4187,0,1.0,3.0,2.0
4861,0,2.0,1.0,3.0
4862,2,0.0,,
4865,2,,,
4866,2,1.0,,
4868,2,0.0,,
4871,2,0.0,1.0,3.0
4872,2,3.0,0.0,1.0
4875,1,0.0,2.0,3.0
4877,0,1.0,2.0,3.0
4879,2,1.0,0.0,3.0
4880,2,,,
5057,2,3.0,,
5059,2,3.0,1.0,0.0
5061,3,2.0,,
5062,2,0.0,,
5064,1,2.0,0.0,
5067,2,,,
5069,1,2.0,,
5176,1,2.0,0.0,3.0
5178,2,3.0,1.0,0.0
5181,2,0.0,3.0,
5183,1,0.0,2.0,3.0
5355,2,,,
5356,2,3.0,0.0,1.0
5357,2,1.0,3.0,
5361,2,0.0,,
5363,2,3.0,1.0,0.0
5365,2,,,
5366,2,3.0,0.0,1.0
5369,3,2.0,,
5372,2,0.0,,
5641,0,1.0,3.0,
5643,2,0.0,,
5644,2,3.0,0.0,1.0
5646,3,2.0,0.0,1.0
5649,2,,,
5650,2,,,
5653,0,,,
5800,2,,,
5802,0,3.0,2.0,1.0
5948,1,,,
5951,0,2.0,1.0,3.0
5952,2,,,
5955,2,0.0,3.0,1.0
5956,2,,,
5960,1,0.0,3.0,2.0
5961,2,3.0,0.0,1.0
5962,2,1.0,0.0,3.0
6549,2,1.0,3.0,0.0
6550,2,,,
6551,2,3.0,0.0,1.0
6555,3,0.0,,
6557,2,0.0,1.0,3.0
6559,2,0.0,1.0,3.0
6560,2,0.0,3.0,
6563,2,,,
6564,1,0.0,2.0,3.0
6566,2,3.0,1.0,0.0
6568,2,3.0,1.0,0.0
6570,2,,,
6571,2,0.0,1.0,3.0
6574,2,1.0,0.0,3.0
6576,0,2.0,1.0,3.0
6578,2,,,
6579,2,,,
6581,2,3.0,,
6583,1,,,
6586,2,,,
6588,2,3.0,,
6590,2,3.0,,
6593,3,2.0,,
6594,2,1.0,3.0,0.0
6728,0,2.0,1.0,
6731,0,2.0,1.0,3.0
6732,2,,,
6734,1,0.0,,
6737,2,,,
6738,2,3.0,0.0,
6741,2,3.0,0.0,1.0
6742,2,3.0,0.0,1.0
6744,2,1.0,3.0,0.0
6746,1,0.0,,
6749,2,3.0,0.0,1.0
6751,0,2.0,1.0,3.0
6753,2,3.0,0.0,1.0
6755,1,0.0,2.0,3.0
6757,2,3.0,0.0,
6760,2,,,
6763,2,3.0,0.0,1.0
6764,2,,,
6766,2,,,
6768,2,,,
6770,2,0.0,1.0,3.0
6772,2,,,
6775,2,,,
6777,3,2.0,0.0,
6778,1,2.0,0.0,3.0
6780,2,,,
6781,2,3.0,1.0,0.0
6783,3,0.0,1.0,
6786,2,3.0,,
6789,0,1.0,,
6790,2,3.0,1.0,0.0
6792,2,1.0,0.0,3.0
6795,3,,,
6797,2,1.0,0.0,3.0
6800,2,3.0,0.0,1.0
6801,2,,,
6803,2,,,
6804,0,,,
6808,2,1.0,0.0,3.0
7057,0,,,
7060,1,2.0,,
7061,2,3.0,1.0,
7063,2,1.0,,
7066,1,0.0,2.0,3.0
7068,1,0.0,2.0,3.0
7070,2,1.0,,
7073,2,0.0,3.0,1.0
7075,3,,,
7077,0,3.0,1.0,2.0
7078,2,,,
7079,2,,,
7082,2,3.0,0.0,1.0
7749,1,,,
7751,1,,,
7752,1,,,
7755,1,,,
7756,2,3.0,0.0,1.0
7759,0,,,
7761,2,,,
7764,2,3.0,1.0,0.0
7765,2,1.0,,
7808,2,3.0,0.0,1.0
7810,2,,,
7812,2,,,
7815,2,3.0,0.0,1.0
7817,3,2.0,,
7819,2,0.0,3.0,1.0
7820,2,0.0,1.0,3.0
7823,3,2.0,1.0,0.0
7825,2,1.0,0.0,3.0
7865,0,1.0,2.0,3.0
7868,2,0.0,3.0,1.0
7870,2,3.0,0.0,1.0
8217,2,,,
8218,2,,,
8219,2,,,
8221,2,3.0,0.0,1.0
8224,2,,,
8225,2,,,
8226,2,0.0,,
8229,2,3.0,0.0,1.0
8231,2,,,
8756,0,1.0,3.0,2.0
8757,3,1.0,0.0,2.0
8759,2,3.0,0.0,1.0
8762,2,,,
8763,2,,,
8766,0,2.0,1.0,3.0
8768,0,2.0,3.0,1.0
8771,2,0.0,1.0,3.0
8773,2,,,
9167,0,1.0,3.0,2.0
9169,3,2.0,0.0,1.0
9171,1,0.0,2.0,3.0
9413,2,1.0,0.0,3.0
9415,3,,,
9417,1,3.0,0.0,2.0
9418,1,3.0,0.0,2.0
9420,0,1.0,2.0,3.0
9422,2,,,
9430,2,3.0,0.0,1.0
9431,2,0.0,1.0,3.0
9433,2,,,
9435,2,1.0,0.0,3.0
9438,0,3.0,,
9439,0,3.0,,
9442,0,,,
9444,0,3.0,,
9445,0,,,
9447,0,,,
9449,0,3.0,,
9451,1,2.0,0.0,3.0
9453,2,3.0,0.0,1.0
9455,2,3.0,0.0,1.0
9460,0,,,
9461,2,3.0,0.0,1.0
9463,1,,,
9466,1,2.0,0.0,3.0
9467,2,0.0,3.0,1.0
9494,3,0.0,1.0,2.0
9496,2,,,
9497,2,3.0,1.0,0.0
9500,2,,,
9503,3,0.0,1.0,2.0
9504,2,0.0,1.0,3.0
9508,1,0.0,2.0,3.0
9509,1,0.0,2.0,3.0
9512,2,,,
9515,2,1.0,,
9517,0,1.0,,
9518,2,0.0,,
9521,0,,,
9522,2,3.0,0.0,1.0
9524,2,3.0,1.0,
9526,1,2.0,,
9528,1,2.0,,
9530,2,3.0,,
9532,0,,,
9536,1,2.0,,
9538,2,3.0,1.0,0.0
9540,2,1.0,,
9543,1,,,
9544,2,0.0,3.0,
9546,3,1.0,2.0,0.0
9547,2,0.0,,
9550,2,0.0,1.0,3.0
9554,2,0.0,,
9555,3,1.0,2.0,0.0
9557,2,3.0,,
9559,2,,,
9562,2,0.0,3.0,1.0
9565,0,2.0,3.0,1.0
9566,0,1.0,3.0,2.0
9569,2,3.0,0.0,1.0
9570,2,,,
9571,2,1.0,0.0,3.0
10394,2,1.0,,
10396,0,2.0,,
10398,1,2.0,,
10400,2,0.0,3.0,
10402,2,,,
10403,1,0.0,3.0,2.0
10405,2,1.0,0.0,3.0
10407,0,1.0,3.0,2.0
10409,2,1.0,,
10412,2,3.0,0.0,1.0
10414,1,0.0,3.0,2.0
10415,2,,,
10417,2,,,
10419,3,,,
10468,2,3.0,0.0,1.0
10470,2,,,
10473,3,,,
11190,1,0.0,3.0,2.0
11192,2,,,
11194,2,1.0,,
11196,0,1.0,3.0,2.0
11395,2,0.0,3.0,1.0
11397,2,3.0,,
11398,2,,,
11400,2,1.0,3.0,0.0
11401,2,0.0,3.0,1.0
11404,2,0.0,1.0,3.0
11405,2,,,
11407,3,2.0,1.0,0.0
11410,2,3.0,0.0,1.0
11412,2,,,
11414,2,,,
11415,1,2.0,3.0,0.0
11417,1,2.0,0.0,3.0
11420,2,,,
11421,2,,,
11423,1,0.0,2.0,3.0
11428,2,,,
11430,2,,,
11432,2,3.0,0.0,1.0
11666,2,0.0,1.0,3.0
11668,0,1.0,2.0,3.0
11669,3,,,
11671,0,,,
11673,0,,,
11675,0,,,
11677,0,,,
11679,2,,,
11680,2,0.0,3.0,1.0
11683,2,3.0,,
11686,0,,,
11688,0,,,
11692,2,3.0,0.0,1.0
11693,2,0.0,1.0,3.0
11776,3,2.0,0.0,1.0
11777,2,0.0,,
11779,2,,,
11782,2,3.0,1.0,0.0
11803,2,0.0,1.0,
11805,2,3.0,0.0,1.0
11807,2,3.0,1.0,
11811,2,,,
11816,2,3.0,0.0,1.0
11818,2,1.0,0.0,3.0
11914,2,0.0,1.0,
12103,2,1.0,,
12105,2,3.0,,
12109,2,3.0,1.0,0.0
12113,2,,,
12115,2,,,
12117,2,1.0,0.0,3.0
12119,2,3.0,0.0,1.0
12121,2,,,
12123,2,3.0,,
12512,2,,,
12514,2,0.0,1.0,3.0
12518,2,,,
12520,2,,,
12522,0,1.0,2.0,3.0
12526,2,3.0,1.0,0.0
12528,0,,,
12530,2,,,
12532,0,1.0,3.0,2.0
12566,2,,,
12567,2,0.0,1.0,3.0
12570,2,3.0,,
12572,2,0.0,1.0,3.0
12589,2,,,
12590,3,,,
12592,1,,,
12594,2,3.0,0.0,1.0
12596,0,3.0,2.0,1.0
