ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5
01014_00001_000531,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped,skipped
01014_00001_000525,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped
01014_00001_000519,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000409,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000321,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,KEVIN JENKINS,KENNY SESSION,skipped,skipped
01014_00001_000047,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,skipped,skipped,skipped
01014_00001_000016,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped
01014_00001_000498,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,overvote,skipped,skipped,skipped,skipped
01014_00001_000391,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000197,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,skipped,skipped
01014_00001_000006,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000585,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000388,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000207,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000161,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000110,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000071,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000022,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000555,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000549,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000543,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000430,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000424,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000354,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000231,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000173,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,NANCY SIDEBOTHAM,skipped
01014_00001_000115,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,KEVIN JENKINS,NANCY SIDEBOTHAM,skipped
01014_00001_000038,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000643,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,skipped,skipped,skipped
01014_00001_000510,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KEVIN JENKINS,KENNY SESSION,skipped
01014_00001_000504,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000155,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000104,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000032,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS
01014_00001_000573,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,skipped
01014_00001_000567,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000561,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000454,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000448,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000268,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS
01014_00001_000093,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000053,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000613,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000274,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000143,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000059,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped
01014_00001_000619,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped,skipped
01014_00001_000360,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS
01014_00001_000294,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000217,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped,skipped
01014_00001_000149,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000077,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000654,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped,skipped
01014_00001_000650,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000460,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000383,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000250,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000247,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000065,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000637,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000488,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000479,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000310,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000226,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000222,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000179,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000121,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,skipped,skipped,skipped
01014_00001_000083,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KENNY SESSION,KEVIN JENKINS,skipped,skipped,skipped
01014_00001_000597,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000591,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000466,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000348,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000262,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000259,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,skipped
01014_00001_000137,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped,skipped
01014_00001_000096,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000579,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000436,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000201,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,skipped
01014_00001_000131,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000658,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000537,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000342,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000243,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01014_00001_000167,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01014_00001_000599,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped
01014_00001_000418,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000304,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000230,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KEVIN JENKINS,NANCY SIDEBOTHAM,KEVIN JENKINS
01014_00001_000656,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,overvote,overvote,skipped,skipped
01014_00001_000478,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,Write-in,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000378,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,Write-in,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KENNY SESSION,KEVIN JENKINS
01014_00001_000099,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000185,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000472,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000041,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,Write-in
01014_00001_000496,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,KEVIN JENKINS,NANCY SIDEBOTHAM,skipped,skipped
01014_00001_000335,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000516,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01014_00001_000372,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01014_00001_000191,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,skipped,skipped,skipped,skipped,skipped
01014_00001_000288,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,NANCY SIDEBOTHAM,Write-in
01014_00001_000630,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,overvote,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,KENNY SESSION,skipped
01014_00001_000224,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,Write-in
01014_00001_000366,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,Write-in,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION
01014_00001_000237,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,skipped
01014_00001_000406,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,Write-in,KENNY SESSION,skipped,skipped
01014_00001_000442,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,KEVIN JENKINS,KEVIN JENKINS
01014_00001_000625,BT45,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362600,362600,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,Write-in
01012_00006_000464,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000459,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01012_00006_000372,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,skipped,skipped,skipped,skipped,skipped
01012_00006_000228,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM
01012_00006_000142,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000103,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,NANCY SIDEBOTHAM,skipped
01012_00006_000040,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KENNY SESSION,NANCY SIDEBOTHAM,skipped,skipped,skipped
01012_00006_000017,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01012_00006_000501,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,skipped,skipped,skipped,skipped,skipped
01012_00006_000495,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,KENNY SESSION,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01012_00006_000300,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,KENNY SESSION,skipped
01012_00006_000198,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000109,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000044,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,KENNY SESSION,skipped,skipped
01012_00006_000009,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000507,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000366,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000269,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,skipped,skipped,skipped
01012_00006_000234,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01012_00006_000127,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,NANCY SIDEBOTHAM,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped
01012_00006_000086,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,NANCY SIDEBOTHAM,KENNY SESSION,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01012_00006_000050,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,skipped,skipped,skipped,skipped
01012_00006_000005,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,skipped
01012_00006_000478,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,KEVIN JENKINS,KENNY SESSION,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped
01012_00006_000477,BT49,Vote by Mail,"AC Transit District, Ward #3",TRANSIT DISTRICTS 2,362510,362510,Election Office,NANCY SIDEBOTHAM,YAKPASUA MICHAEL GBAGBA ZAZABOI,skipped,skipped,overvote
