,0,1,2,3,4,5
1,Write-In cells: 28,,,,,
2,Overvote cells: 0,,,,,
3,Robert Lilligren: 0,,,,,
4,M. Cali: 1,,,,,
5,Andy Exley: 2,,,,,
6,Laura Jean: 3,,,,,
7,Bruce Lundeen: 4,,,,,
8,Michael Tupper: 5,,,,,
9,0,,,,,
10,1,2.0,3.0,,,
11,1,2.0,3.0,,,
12,1,2.0,3.0,,,
13,1,2.0,3.0,,,
14,1,2.0,0.0,,,
15,1,2.0,4.0,,,
16,1,2.0,4.0,,,
17,1,2.0,4.0,,,
18,1,2.0,4.0,,,
19,1,2.0,4.0,,,
20,1,2.0,5.0,,,
21,1,2.0,5.0,,,
22,1,2.0,5.0,,,
23,1,2.0,5.0,,,
24,1,2.0,5.0,,,
25,1,2.0,5.0,,,
26,1,2.0,5.0,,,
27,1,2.0,5.0,,,
28,1,2.0,5.0,,,
29,1,2.0,,,,
30,1,2.0,,,,
31,1,3.0,2.0,,,
32,1,3.0,2.0,,,
33,1,3.0,2.0,,,
34,1,3.0,2.0,,,
35,1,3.0,2.0,,,
36,1,3.0,0.0,,,
37,1,3.0,0.0,,,
38,1,3.0,0.0,,,
39,1,3.0,,,,
40,1,0.0,2.0,,,
41,1,0.0,2.0,,,
42,1,0.0,2.0,,,
43,1,0.0,3.0,,,
44,1,0.0,3.0,,,
45,1,0.0,3.0,,,
46,1,0.0,5.0,,,
47,1,0.0,,,,
48,1,0.0,,,,
49,1,0.0,,,,
50,1,0.0,,,,
51,1,0.0,,,,
52,1,0.0,,,,
53,1,0.0,,,,
54,1,0.0,,,,
55,1,0.0,,,,
56,1,0.0,,,,
57,1,0.0,,,,
58,1,0.0,,,,
59,1,0.0,,,,
60,1,0.0,,,,
61,1,4.0,2.0,,,
62,1,4.0,2.0,,,
63,1,4.0,2.0,,,
64,1,4.0,2.0,,,
65,1,4.0,2.0,,,
66,1,4.0,3.0,,,
67,1,4.0,,,,
68,1,4.0,,,,
69,1,4.0,,,,
70,1,4.0,,,,
71,1,5.0,2.0,,,
72,1,5.0,2.0,,,
73,1,5.0,2.0,,,
74,1,5.0,2.0,,,
75,1,5.0,2.0,,,
76,1,5.0,2.0,,,
77,1,5.0,2.0,,,
78,1,5.0,2.0,,,
79,1,5.0,2.0,,,
80,1,5.0,3.0,,,
81,1,5.0,3.0,,,
82,1,5.0,3.0,,,
83,1,5.0,3.0,,,
84,1,5.0,0.0,,,
85,1,5.0,0.0,,,
86,1,5.0,4.0,,,
87,1,5.0,,,,
88,1,5.0,,,,
89,1,5.0,,,,
90,1,5.0,,,,
91,1,,,,,
92,1,,,,,
93,1,,,,,
94,1,,,,,
95,1,,,,,
96,1,,,,,
97,1,,,,,
98,1,,,,,
99,1,,,,,
100,1,,,,,
101,1,,,,,
102,1,,,,,
103,1,,,,,
104,1,,,,,
105,1,,,,,
106,1,,,,,
107,1,,,,,
108,1,,,,,
109,1,,,,,
110,1,,,,,
111,1,,,,,
112,1,,,,,
113,1,,,,,
114,1,,,,,
115,1,,,,,
116,1,,,,,
117,1,,,,,
118,1,,,,,
119,1,,,,,
120,1,,,,,
121,1,,,,,
122,1,,,,,
123,1,,,,,
124,1,,,,,
125,1,,,,,
126,1,,,,,
127,1,,,,,
128,1,,,,,
129,1,,,,,
130,1,,,,,
131,1,,,,,
132,1,,,,,
133,1,,,,,
134,1,,,,,
135,1,,,,,
136,1,,,,,
137,1,,,,,
138,1,,,,,
139,1,,,,,
140,1,,,,,
141,1,,,,,
142,1,,,,,
143,1,,,,,
144,1,,,,,
145,1,,,,,
146,1,,,,,
147,1,,,,,
148,1,,,,,
149,1,,,,,
150,1,,,,,
151,1,,,,,
152,1,,,,,
153,1,,,,,
154,1,,,,,
155,1,,,,,
156,1,,,,,
157,1,,,,,
158,1,,,,,
159,1,,,,,
160,1,,,,,
161,1,,,,,
162,1,,,,,
163,1,,,,,
164,1,,,,,
165,1,,,,,
166,1,,,,,
167,1,,,,,
168,2,1.0,3.0,,,
169,2,1.0,3.0,,,
170,2,1.0,3.0,,,
171,2,1.0,3.0,,,
172,2,1.0,3.0,,,
173,2,1.0,0.0,,,
174,2,1.0,0.0,,,
175,2,1.0,0.0,,,
176,2,1.0,4.0,,,
177,2,1.0,4.0,,,
178,2,1.0,4.0,,,
179,2,1.0,4.0,,,
180,2,1.0,4.0,,,
181,2,1.0,4.0,,,
182,2,1.0,4.0,,,
183,2,1.0,4.0,,,
184,2,1.0,4.0,,,
185,2,1.0,4.0,,,
186,2,1.0,5.0,,,
187,2,1.0,5.0,,,
188,2,1.0,,,,
189,2,1.0,,,,
190,2,3.0,1.0,,,
191,2,3.0,1.0,,,
192,2,3.0,1.0,,,
193,2,3.0,1.0,,,
194,2,3.0,1.0,,,
195,2,3.0,1.0,,,
196,2,3.0,1.0,,,
197,2,3.0,1.0,,,
198,2,3.0,1.0,,,
199,2,3.0,,,,
200,2,3.0,0.0,,,
201,2,3.0,0.0,,,
202,2,3.0,0.0,,,
203,2,3.0,0.0,,,
204,2,3.0,0.0,,,
205,2,3.0,0.0,,,
206,2,3.0,0.0,,,
207,2,3.0,0.0,,,
208,2,3.0,0.0,,,
209,2,3.0,0.0,,,
210,2,3.0,0.0,,,
211,2,3.0,4.0,,,
212,2,3.0,4.0,,,
213,2,3.0,4.0,,,
214,2,3.0,4.0,,,
215,2,3.0,4.0,,,
216,2,3.0,4.0,,,
217,2,3.0,4.0,,,
218,2,3.0,5.0,,,
219,2,3.0,5.0,,,
220,2,3.0,5.0,,,
221,2,3.0,5.0,,,
222,2,3.0,5.0,,,
223,2,3.0,5.0,,,
224,2,3.0,5.0,,,
225,2,3.0,,,,
226,2,3.0,,,,
227,2,3.0,,,,
228,2,3.0,,,,
229,2,3.0,,,,
230,2,3.0,,,,
231,2,3.0,,,,
232,2,3.0,,,,
233,2,0.0,1.0,,,
234,2,0.0,1.0,,,
235,2,0.0,1.0,,,
236,2,0.0,3.0,,,
237,2,0.0,3.0,,,
238,2,0.0,3.0,,,
239,2,0.0,3.0,,,
240,2,0.0,3.0,,,
241,2,0.0,3.0,,,
242,2,0.0,3.0,,,
243,2,0.0,3.0,,,
244,2,0.0,3.0,,,
245,2,0.0,3.0,,,
246,2,0.0,3.0,,,
247,2,0.0,3.0,,,
248,2,0.0,3.0,,,
249,2,0.0,3.0,,,
250,2,0.0,3.0,,,
251,2,0.0,3.0,,,
252,2,0.0,3.0,,,
253,2,0.0,3.0,,,
254,2,0.0,4.0,,,
255,2,0.0,4.0,,,
256,2,0.0,4.0,,,
257,2,0.0,4.0,,,
258,2,0.0,5.0,,,
259,2,0.0,5.0,,,
260,2,0.0,5.0,,,
261,2,0.0,5.0,,,
262,2,0.0,,,,
263,2,0.0,,,,
264,2,0.0,,,,
265,2,0.0,,,,
266,2,0.0,,,,
267,2,0.0,,,,
268,2,0.0,,,,
269,2,0.0,,,,
270,2,0.0,,,,
271,2,0.0,,,,
272,2,0.0,,,,
273,2,0.0,,,,
274,2,0.0,,,,
275,2,4.0,1.0,,,
276,2,4.0,1.0,,,
277,2,4.0,1.0,,,
278,2,4.0,1.0,,,
279,2,4.0,1.0,,,
280,2,4.0,1.0,,,
281,2,4.0,3.0,,,
282,2,4.0,3.0,,,
283,2,4.0,3.0,,,
284,2,4.0,0.0,,,
285,2,4.0,0.0,,,
286,2,4.0,0.0,,,
287,2,4.0,0.0,,,
288,2,4.0,0.0,,,
289,2,5.0,1.0,,,
290,2,5.0,1.0,,,
291,2,5.0,1.0,,,
292,2,5.0,1.0,,,
293,2,5.0,1.0,,,
294,2,5.0,1.0,,,
295,2,5.0,1.0,,,
296,2,5.0,1.0,,,
297,2,5.0,1.0,,,
298,2,5.0,1.0,,,
299,2,5.0,3.0,,,
300,2,5.0,3.0,,,
301,2,5.0,3.0,,,
302,2,5.0,3.0,,,
303,2,5.0,3.0,,,
304,2,5.0,0.0,,,
305,2,5.0,0.0,,,
306,2,5.0,0.0,,,
307,2,5.0,4.0,,,
308,2,5.0,4.0,,,
309,2,5.0,4.0,,,
310,2,5.0,4.0,,,
311,2,5.0,4.0,,,
312,2,5.0,,,,
313,2,5.0,,,,
314,2,,,,,
315,2,,,,,
316,2,,,,,
317,2,,,,,
318,2,,,,,
319,2,,,,,
320,2,,,,,
