,0,1,2,3,4
1,Write-In cells: 109,,,,
2,Overvote cells: 27,,,,
3,Cam Gordon: 0,,,,
4,Robin Wonsley Worlobah: 1,,,,
5,Yusra Arab: 2,,,,
6,Tom Anderson: 3,,,,
7,Guy T Gaskin: 4,,,,
8,0,1.0,2.0,,
9,0,1.0,2.0,,
10,0,1.0,2.0,,
11,0,1.0,2.0,,
12,0,1.0,2.0,,
13,0,1.0,2.0,,
14,0,1.0,2.0,,
15,0,1.0,2.0,,
16,0,1.0,2.0,,
17,0,1.0,2.0,,
18,0,1.0,2.0,,
19,0,1.0,2.0,,
20,0,1.0,2.0,,
21,0,1.0,2.0,,
22,0,1.0,2.0,,
23,0,1.0,2.0,,
24,0,1.0,2.0,,
25,0,1.0,2.0,,
26,0,1.0,2.0,,
27,0,1.0,2.0,,
28,0,1.0,2.0,,
29,0,1.0,2.0,,
30,0,1.0,2.0,,
31,0,1.0,2.0,,
32,0,1.0,2.0,,
33,2,3.0,,,
34,2,3.0,,,
35,2,3.0,,,
36,2,3.0,,,
37,2,3.0,,,
38,2,3.0,,,
39,2,3.0,,,
40,2,3.0,,,
41,2,3.0,,,
42,2,3.0,,,
43,2,3.0,,,
44,2,3.0,,,
45,2,3.0,,,
46,2,3.0,,,
47,2,3.0,,,
48,2,3.0,,,
49,2,3.0,,,
50,2,3.0,,,
51,2,3.0,,,
52,2,3.0,,,
53,2,3.0,,,
54,2,3.0,0.0,,
55,2,3.0,0.0,,
56,2,3.0,0.0,,
57,2,3.0,0.0,,
58,2,3.0,0.0,,
59,2,3.0,0.0,,
60,2,3.0,0.0,,
61,2,3.0,0.0,,
62,2,3.0,0.0,,
63,2,3.0,0.0,,
64,2,3.0,0.0,,
65,2,3.0,0.0,,
66,2,3.0,0.0,,
67,2,3.0,0.0,,
68,2,3.0,0.0,,
69,2,3.0,0.0,,
70,2,3.0,0.0,,
71,2,3.0,0.0,,
72,2,3.0,0.0,,
73,2,3.0,0.0,,
74,2,3.0,0.0,,
75,2,3.0,0.0,,
76,2,,,,
77,2,,,,
78,2,,,,
79,2,,,,
80,2,,,,
81,2,,,,
82,2,,,,
83,2,,,,
84,2,,,,
85,2,,,,
86,2,,,,
87,2,,,,
88,2,,,,
89,2,,,,
90,2,,,,
91,2,,,,
92,2,,,,
93,2,,,,
94,2,,,,
95,2,,,,
96,2,,,,
97,2,,,,
98,2,,,,
99,2,,,,
100,2,,,,
101,2,,,,
102,2,,,,
103,2,,,,
104,2,,,,
105,2,,,,
106,2,,,,
107,2,,,,
108,2,,,,
109,2,,,,
110,2,,,,
111,2,,,,
112,2,,,,
113,2,,,,
114,2,,,,
115,2,,,,
116,2,,,,
117,2,,,,
118,2,,,,
119,2,,,,
120,2,,,,
121,0,1.0,,,
122,0,1.0,,,
123,0,1.0,,,
124,0,1.0,,,
125,0,1.0,,,
126,0,1.0,,,
127,0,1.0,,,
128,0,1.0,,,
129,0,1.0,,,
130,0,1.0,,,
131,0,1.0,,,
132,0,1.0,,,
133,0,1.0,,,
134,0,1.0,,,
135,0,1.0,,,
136,0,1.0,,,
137,0,1.0,,,
138,0,1.0,,,
139,0,1.0,,,
140,0,1.0,,,
141,0,1.0,,,
142,0,1.0,,,
143,0,1.0,,,
144,0,1.0,,,
145,0,1.0,,,
146,0,1.0,,,
147,0,1.0,,,
148,0,1.0,,,
149,0,1.0,,,
150,0,1.0,,,
151,0,1.0,,,
152,0,1.0,,,
153,0,1.0,,,
154,0,1.0,,,
155,0,1.0,,,
156,0,1.0,,,
157,2,3.0,1.0,,
158,2,3.0,1.0,,
159,2,3.0,1.0,,
160,2,3.0,1.0,,
161,2,3.0,1.0,,
162,2,3.0,1.0,,
163,2,3.0,1.0,,
164,2,3.0,1.0,,
165,2,3.0,1.0,,
166,2,3.0,1.0,,
167,2,3.0,1.0,,
168,1,0.0,,,
169,1,0.0,,,
170,1,0.0,,,
171,1,0.0,,,
172,1,0.0,,,
173,1,0.0,,,
174,1,0.0,,,
175,1,0.0,,,
176,1,0.0,,,
177,1,0.0,,,
178,1,0.0,,,
179,1,0.0,,,
180,1,0.0,,,
181,1,0.0,,,
182,1,0.0,,,
183,1,0.0,,,
184,1,0.0,,,
185,1,0.0,,,
186,1,0.0,,,
187,1,0.0,,,
188,1,0.0,,,
189,1,0.0,,,
190,1,0.0,,,
191,1,0.0,,,
192,1,0.0,,,
193,1,0.0,,,
194,1,0.0,,,
195,1,0.0,,,
196,1,0.0,,,
197,1,0.0,,,
198,1,0.0,,,
199,1,0.0,,,
200,1,0.0,,,
201,1,0.0,,,
202,1,0.0,,,
203,1,0.0,,,
204,1,0.0,,,
205,1,0.0,,,
206,1,0.0,,,
207,1,0.0,,,
208,0,2.0,,,
209,0,2.0,,,
210,0,2.0,,,
211,0,2.0,,,
212,0,2.0,,,
213,0,2.0,,,
214,0,2.0,,,
215,0,2.0,,,
216,0,2.0,,,
217,0,2.0,,,
218,0,2.0,,,
219,0,2.0,,,
220,0,2.0,,,
221,0,1.0,3.0,,
222,0,1.0,3.0,,
223,0,1.0,3.0,,
224,0,1.0,3.0,,
225,0,1.0,3.0,,
226,0,1.0,3.0,,
227,0,1.0,3.0,,
228,4,,,,
229,4,,,,
230,4,,,,
231,4,,,,
232,4,,,,
233,4,,,,
234,4,,,,
235,4,,,,
236,4,,,,
237,4,,,,
238,1,2.0,,,
239,1,2.0,,,
240,1,2.0,,,
241,1,2.0,,,
242,1,2.0,,,
243,1,2.0,,,
244,1,2.0,,,
245,1,2.0,,,
246,1,2.0,,,
247,1,2.0,,,
248,1,2.0,,,
249,1,2.0,0.0,,
250,1,2.0,0.0,,
251,1,2.0,0.0,,
252,1,2.0,0.0,,
253,1,2.0,0.0,,
254,1,2.0,0.0,,
255,1,2.0,0.0,,
256,1,2.0,0.0,,
257,1,2.0,0.0,,
258,1,2.0,0.0,,
259,1,2.0,0.0,,
