,0,1,2,3,4
1,Write-In cells: 191,,,,
2,Overvote cells: 16,,,,
3,Emily Koski: 0,,,,
4,Dillon Gherna: 1,,,,
5,Kurt Michael Anderson: 2,,,,
6,Jeremy Schroeder: 3,,,,
7,Albert T. Ross: 4,,,,
8,0,,,,
9,0,,,,
10,0,,,,
11,0,,,,
12,0,,,,
13,0,,,,
14,0,,,,
15,0,,,,
16,0,,,,
17,0,,,,
18,0,,,,
19,0,,,,
20,0,,,,
21,0,,,,
22,0,,,,
23,0,,,,
24,0,,,,
25,0,,,,
26,0,,,,
27,0,,,,
28,0,,,,
29,0,,,,
30,0,,,,
31,0,,,,
32,0,,,,
33,0,,,,
34,0,,,,
35,0,,,,
36,0,,,,
37,0,,,,
38,0,,,,
39,0,,,,
40,0,,,,
41,0,,,,
42,0,,,,
43,0,,,,
44,0,,,,
45,0,,,,
46,0,,,,
47,0,,,,
48,0,,,,
49,0,,,,
50,0,,,,
51,0,,,,
52,0,,,,
53,0,,,,
54,0,,,,
55,0,,,,
56,0,,,,
57,0,,,,
58,0,,,,
59,0,,,,
60,0,,,,
61,0,,,,
62,0,,,,
63,0,,,,
64,0,,,,
65,0,,,,
66,0,,,,
67,0,,,,
68,0,,,,
69,0,,,,
70,0,,,,
71,0,,,,
72,0,,,,
73,0,,,,
74,0,,,,
75,0,,,,
76,0,,,,
77,0,,,,
78,0,,,,
79,0,,,,
80,0,,,,
81,0,,,,
82,0,,,,
83,0,,,,
84,0,,,,
85,0,,,,
86,0,,,,
87,0,,,,
88,0,,,,
89,0,,,,
90,0,,,,
91,0,,,,
92,0,,,,
93,0,,,,
94,0,,,,
95,0,,,,
96,0,,,,
97,0,,,,
98,0,,,,
99,0,,,,
100,0,,,,
101,0,,,,
102,0,,,,
103,0,,,,
104,0,,,,
105,0,,,,
106,0,,,,
107,0,,,,
108,0,,,,
109,0,,,,
110,0,,,,
111,0,,,,
112,0,,,,
113,0,,,,
114,0,,,,
115,0,,,,
116,0,,,,
117,0,,,,
118,0,,,,
119,0,,,,
120,0,,,,
121,0,,,,
122,0,,,,
123,0,,,,
124,0,,,,
125,0,,,,
126,0,,,,
127,0,,,,
128,0,,,,
129,0,,,,
130,0,,,,
131,0,,,,
132,0,,,,
133,0,,,,
134,0,,,,
135,0,,,,
136,0,,,,
137,0,,,,
138,0,,,,
139,0,,,,
140,0,,,,
141,0,,,,
142,0,,,,
143,0,,,,
144,0,,,,
145,0,,,,
146,0,,,,
147,0,,,,
148,0,,,,
149,0,,,,
150,0,,,,
151,0,,,,
152,0,,,,
153,0,,,,
154,0,,,,
155,0,,,,
156,0,,,,
157,0,,,,
158,0,,,,
159,0,,,,
160,0,,,,
161,0,,,,
162,0,,,,
163,0,,,,
164,0,,,,
165,0,,,,
166,0,,,,
167,0,,,,
168,0,,,,
169,0,,,,
170,0,,,,
171,0,,,,
172,0,,,,
173,0,,,,
174,0,,,,
175,0,,,,
176,0,,,,
177,0,,,,
178,0,,,,
179,0,,,,
180,0,,,,
181,0,,,,
182,0,,,,
183,0,,,,
184,0,,,,
185,0,,,,
186,0,,,,
187,0,,,,
188,0,,,,
189,0,,,,
190,0,,,,
191,0,,,,
192,0,,,,
193,0,,,,
194,0,,,,
195,0,,,,
196,0,,,,
197,0,,,,
198,0,,,,
199,0,,,,
200,0,,,,
201,0,,,,
202,0,,,,
203,0,,,,
204,0,,,,
205,0,,,,
206,0,,,,
207,0,,,,
208,0,,,,
209,0,,,,
210,0,,,,
211,0,,,,
212,0,,,,
213,0,,,,
214,0,,,,
215,0,,,,
216,0,,,,
217,0,,,,
218,0,,,,
219,0,,,,
220,0,,,,
221,0,,,,
222,0,,,,
223,0,,,,
224,0,,,,
225,0,,,,
226,0,,,,
227,0,,,,
228,0,,,,
229,0,,,,
230,0,,,,
231,0,,,,
232,0,,,,
233,0,,,,
234,0,,,,
235,0,,,,
236,0,,,,
237,0,,,,
238,0,,,,
239,0,,,,
240,0,,,,
241,0,,,,
242,0,,,,
243,0,,,,
244,0,,,,
245,0,,,,
246,0,,,,
247,0,,,,
248,0,,,,
249,0,,,,
250,0,,,,
251,0,,,,
252,0,,,,
253,0,,,,
254,0,,,,
255,0,,,,
256,0,,,,
257,0,,,,
258,0,,,,
259,0,,,,
260,0,,,,
261,0,,,,
262,0,,,,
263,0,,,,
264,0,,,,
265,0,,,,
266,0,,,,
267,0,,,,
268,0,,,,
269,0,,,,
270,0,,,,
271,0,,,,
272,0,,,,
273,0,,,,
274,0,,,,
275,0,,,,
276,0,,,,
277,0,,,,
278,0,,,,
279,0,,,,
280,0,,,,
281,0,,,,
282,0,,,,
283,0,,,,
284,0,,,,
285,0,,,,
286,0,,,,
287,0,,,,
288,0,,,,
289,0,,,,
290,0,,,,
291,0,,,,
292,0,,,,
293,0,,,,
294,0,,,,
295,0,,,,
296,0,,,,
297,0,,,,
298,0,,,,
299,0,,,,
300,0,,,,
301,0,,,,
302,0,,,,
303,0,,,,
304,0,,,,
305,0,,,,
306,0,,,,
307,0,,,,
308,0,,,,
309,0,,,,
310,0,,,,
311,0,,,,
312,0,,,,
313,0,,,,
314,0,,,,
315,1,0.0,2.0,,
316,1,0.0,2.0,,
317,1,0.0,2.0,,
318,1,0.0,2.0,,
319,1,0.0,2.0,,
320,1,0.0,2.0,,
321,1,0.0,2.0,,
322,1,0.0,2.0,,
323,3,1.0,,,
324,3,1.0,,,
325,3,1.0,,,
326,3,1.0,,,
327,3,1.0,,,
328,3,1.0,,,
329,3,1.0,,,
330,3,1.0,,,
331,3,1.0,,,
332,3,1.0,,,
333,3,1.0,,,
334,3,1.0,,,
335,3,1.0,,,
336,3,1.0,,,
337,3,1.0,,,
338,3,1.0,,,
339,3,1.0,,,
340,0,1.0,3.0,,
341,0,1.0,3.0,,
342,0,1.0,3.0,,
343,0,1.0,3.0,,
344,0,1.0,3.0,,
345,0,1.0,3.0,,
346,0,1.0,3.0,,
347,0,1.0,3.0,,
348,0,1.0,3.0,,
349,0,1.0,3.0,,
350,0,1.0,3.0,,
351,0,1.0,3.0,,
352,0,1.0,3.0,,
353,0,1.0,3.0,,
354,0,1.0,3.0,,
355,0,1.0,3.0,,
356,0,1.0,3.0,,
357,0,1.0,3.0,,
358,0,1.0,3.0,,
359,0,1.0,3.0,,
360,0,1.0,3.0,,
361,0,1.0,3.0,,
362,0,1.0,3.0,,
363,0,1.0,3.0,,
364,0,1.0,3.0,,
365,0,1.0,3.0,,
366,0,1.0,3.0,,
367,0,1.0,3.0,,
368,0,1.0,3.0,,
369,0,1.0,3.0,,
370,0,1.0,3.0,,
371,0,1.0,3.0,,
372,0,1.0,3.0,,
373,0,1.0,3.0,,
374,0,1.0,3.0,,
375,0,1.0,3.0,,
376,0,1.0,3.0,,
377,3,,,,
378,3,,,,
379,3,,,,
380,3,,,,
381,3,,,,
382,3,,,,
383,3,,,,
384,3,,,,
385,3,,,,
386,3,,,,
387,3,,,,
388,3,,,,
389,3,,,,
390,3,,,,
391,3,,,,
392,3,,,,
393,3,,,,
394,3,,,,
395,3,,,,
396,3,,,,
397,3,,,,
398,3,,,,
399,3,,,,
400,3,,,,
401,3,,,,
402,3,,,,
403,3,,,,
404,3,,,,
405,3,,,,
406,3,,,,
407,3,,,,
408,3,,,,
409,3,,,,
410,3,,,,
411,3,,,,
412,3,,,,
413,3,,,,
414,3,,,,
415,3,,,,
416,3,,,,
417,3,,,,
418,3,,,,
419,3,,,,
420,3,,,,
421,3,,,,
422,3,,,,
423,3,,,,
424,3,,,,
425,3,,,,
426,3,,,,
427,3,,,,
428,3,,,,
429,3,,,,
430,3,,,,
431,3,,,,
432,3,,,,
433,3,,,,
434,3,,,,
435,3,,,,
436,3,,,,
437,3,,,,
438,3,,,,
439,3,,,,
440,3,,,,
441,3,,,,
442,3,,,,
443,3,,,,
444,3,,,,
445,3,,,,
446,3,,,,
447,3,,,,
448,3,,,,
449,3,,,,
450,3,,,,
451,3,,,,
452,3,,,,
453,3,,,,
454,3,,,,
455,3,,,,
456,3,,,,
457,3,,,,
458,3,,,,
459,3,,,,
460,3,,,,
461,3,,,,
462,3,,,,
463,3,,,,
464,3,,,,
465,3,,,,
466,3,,,,
467,3,,,,
468,3,,,,
469,3,,,,
470,3,,,,
471,3,,,,
472,3,,,,
473,3,,,,
474,3,,,,
475,3,,,,
476,3,,,,
477,3,,,,
478,3,,,,
479,3,,,,
480,3,,,,
481,3,,,,
482,3,,,,
483,3,,,,
484,3,,,,
485,3,,,,
486,3,,,,
487,3,,,,
488,3,,,,
489,3,,,,
490,3,,,,
491,3,,,,
492,3,,,,
493,3,,,,
494,3,,,,
495,3,,,,
496,3,,,,
497,3,,,,
498,3,,,,
499,3,,,,
500,3,,,,
501,3,,,,
502,3,,,,
503,3,,,,
504,3,,,,
505,3,,,,
506,3,,,,
507,3,,,,
508,3,,,,
509,3,,,,
510,3,,,,
511,3,,,,
512,3,,,,
513,3,,,,
514,3,,,,
515,3,,,,
516,3,,,,
517,3,,,,
518,3,,,,
519,3,,,,
520,3,,,,
521,3,,,,
522,3,,,,
523,3,,,,
524,3,,,,
525,3,,,,
526,3,,,,
527,3,,,,
528,3,,,,
529,3,,,,
530,3,,,,
531,3,,,,
532,3,,,,
533,3,,,,
534,3,,,,
535,3,,,,
536,3,,,,
537,3,,,,
538,3,,,,
539,3,,,,
540,3,,,,
541,3,,,,
542,3,,,,
543,3,,,,
544,3,,,,
545,3,,,,
546,3,,,,
547,3,,,,
548,3,,,,
549,3,,,,
550,3,,,,
551,3,,,,
552,3,,,,
553,3,,,,
554,3,,,,
555,3,,,,
556,3,,,,
557,3,,,,
558,3,,,,
559,3,,,,
560,3,,,,
561,3,,,,
562,3,,,,
563,3,,,,
564,3,,,,
565,3,,,,
566,3,,,,
567,3,,,,
568,3,,,,
569,3,,,,
570,3,,,,
571,3,,,,
572,3,,,,
573,3,,,,
574,3,,,,
575,3,,,,
576,3,,,,
577,3,,,,
578,3,,,,
579,3,,,,
580,3,,,,
581,3,,,,
582,3,,,,
583,3,,,,
584,3,,,,
585,3,,,,
586,3,,,,
587,3,,,,
588,3,,,,
589,3,,,,
590,3,,,,
591,3,,,,
592,3,,,,
593,3,,,,
594,3,,,,
595,3,,,,
596,3,,,,
597,3,,,,
598,3,,,,
599,3,,,,
600,3,,,,
601,0,4.0,3.0,,
602,0,4.0,3.0,,
603,0,4.0,3.0,,
604,0,4.0,3.0,,
605,0,4.0,3.0,,
606,0,4.0,3.0,,
607,0,4.0,3.0,,
608,0,4.0,3.0,,
609,0,4.0,3.0,,
610,0,4.0,3.0,,
611,0,4.0,3.0,,
612,0,4.0,3.0,,
613,0,4.0,3.0,,
614,0,4.0,3.0,,
615,0,4.0,3.0,,
616,0,4.0,3.0,,
617,0,4.0,3.0,,
618,0,4.0,3.0,,
619,0,4.0,3.0,,
620,0,4.0,3.0,,
621,0,4.0,3.0,,
622,0,4.0,3.0,,
623,0,4.0,3.0,,
624,0,4.0,3.0,,
625,0,4.0,3.0,,
626,0,4.0,3.0,,
627,0,4.0,3.0,,
628,0,4.0,3.0,,
629,0,4.0,,,
630,0,4.0,,,
631,0,4.0,,,
632,0,4.0,,,
633,0,4.0,,,
634,0,4.0,,,
635,0,4.0,,,
636,0,4.0,,,
637,0,4.0,,,
638,0,4.0,,,
639,0,4.0,,,
640,0,4.0,,,
641,0,4.0,,,
642,0,4.0,,,
643,0,4.0,,,
644,0,4.0,,,
645,1,0.0,4.0,,
646,1,0.0,4.0,,
647,1,0.0,4.0,,
648,1,0.0,4.0,,
649,1,0.0,4.0,,
650,1,0.0,4.0,,
651,1,0.0,4.0,,
652,1,0.0,4.0,,
653,1,0.0,4.0,,
654,1,0.0,4.0,,
655,1,0.0,4.0,,
656,1,0.0,4.0,,
657,1,0.0,4.0,,
709,0,1.0,,,
710,0,1.0,,,
711,0,1.0,,,
712,0,1.0,,,
713,0,1.0,,,
714,0,1.0,,,
715,0,1.0,,,
716,0,1.0,,,
717,0,1.0,,,
718,0,1.0,,,
719,0,1.0,,,
720,0,1.0,,,
721,0,1.0,,,
722,0,1.0,,,
723,0,1.0,,,
724,0,1.0,,,
725,0,1.0,,,
726,0,1.0,,,
727,0,1.0,,,
728,0,1.0,,,
729,0,1.0,,,
730,0,1.0,,,
731,0,1.0,,,
732,0,1.0,,,
733,0,1.0,,,
734,0,1.0,,,
735,0,1.0,,,
736,0,1.0,,,
737,0,1.0,,,
738,0,1.0,,,
739,0,1.0,,,
740,0,1.0,,,
741,0,1.0,,,
742,0,3.0,,,
743,0,3.0,,,
744,0,3.0,,,
745,0,3.0,,,
746,0,3.0,,,
747,0,3.0,,,
748,0,3.0,,,
749,0,3.0,,,
750,0,3.0,,,
751,0,3.0,,,
752,0,3.0,,,
753,0,3.0,,,
754,0,3.0,,,
755,0,3.0,,,
756,0,3.0,,,
757,0,3.0,,,
758,0,3.0,,,
759,0,3.0,,,
760,0,3.0,,,
761,0,3.0,,,
762,0,3.0,,,
763,0,3.0,,,
764,0,3.0,,,
765,0,3.0,,,
766,0,3.0,,,
767,0,3.0,,,
768,0,3.0,,,
769,0,3.0,,,
770,0,3.0,,,
771,0,3.0,,,
772,0,3.0,,,
773,0,3.0,,,
774,0,3.0,,,
775,0,3.0,,,
776,0,3.0,,,
777,0,3.0,,,
778,0,3.0,,,
779,0,3.0,,,
780,0,3.0,,,
781,0,3.0,,,
782,0,3.0,,,
783,0,3.0,,,
784,0,3.0,,,
785,0,3.0,,,
786,0,3.0,,,
787,0,3.0,,,
788,0,3.0,,,
789,0,3.0,,,
790,0,3.0,,,
791,0,3.0,,,
792,0,3.0,,,
793,0,3.0,,,
794,0,3.0,,,
795,0,3.0,,,
796,0,3.0,,,
797,0,3.0,,,
798,0,3.0,,,
799,0,3.0,,,
800,0,3.0,,,
801,0,3.0,,,
802,0,3.0,,,
803,0,3.0,,,
804,0,3.0,,,
805,0,3.0,,,
806,0,3.0,,,
807,3,0.0,,,
808,3,0.0,,,
809,3,0.0,,,
810,3,0.0,,,
811,3,0.0,,,
812,3,0.0,,,
813,3,0.0,,,
814,3,0.0,,,
815,3,0.0,,,
816,3,0.0,,,
817,3,0.0,,,
818,3,0.0,,,
819,3,0.0,,,
820,3,0.0,,,
821,3,0.0,,,
822,3,0.0,,,
823,3,0.0,,,
824,3,0.0,,,
825,3,0.0,,,
