,0,1,2,3,4
1,Write-In cells: 30,,,,
2,Overvote cells: 0,,,,
3,Elizabeth Glidden: 0,,,,
4,Jeanine Estime: 1,,,,
5,Michael J. Cavlan: 2,,,,
6,David Regan: 3,,,,
7,Gregory McDonald: 4,,,,
9,0,1.0,2.0,,
10,0,1.0,2.0,,
11,0,1.0,2.0,,
12,0,1.0,3.0,,
13,0,1.0,3.0,,
14,0,1.0,,,
15,0,1.0,,,
16,0,1.0,,,
17,0,1.0,,,
18,0,1.0,,,
19,0,1.0,,,
20,0,1.0,,,
21,0,1.0,,,
22,0,1.0,,,
23,0,1.0,,,
24,0,1.0,,,
25,0,1.0,,,
26,0,1.0,,,
27,0,1.0,,,
28,0,1.0,,,
29,0,1.0,,,
30,0,1.0,,,
31,0,1.0,4.0,,
32,0,1.0,4.0,,
33,0,1.0,4.0,,
34,0,1.0,4.0,,
35,0,1.0,4.0,,
36,0,1.0,4.0,,
37,0,1.0,4.0,,
38,0,1.0,4.0,,
39,0,1.0,4.0,,
40,0,1.0,4.0,,
41,0,1.0,4.0,,
42,0,1.0,4.0,,
43,0,1.0,4.0,,
44,0,1.0,4.0,,
45,0,1.0,4.0,,
46,1,4.0,3.0,,
47,1,4.0,2.0,,
48,0,3.0,,,
49,0,3.0,4.0,,
50,0,2.0,1.0,,
51,0,2.0,4.0,,
52,1,0.0,4.0,,
53,1,0.0,4.0,,
54,1,0.0,4.0,,
55,0,2.0,,,
56,0,2.0,,,
57,0,2.0,,,
58,0,4.0,2.0,,
59,0,4.0,3.0,,
60,0,4.0,3.0,,
61,0,4.0,,,
62,0,4.0,,,
63,0,,,,
64,0,,,,
65,0,,,,
66,0,,,,
67,0,,,,
68,0,,,,
69,0,,,,
70,0,,,,
71,0,,,,
72,0,,,,
73,0,,,,
74,0,,,,
75,0,,,,
76,0,,,,
77,0,,,,
78,0,,,,
79,0,,,,
80,0,,,,
81,0,,,,
82,0,,,,
83,0,,,,
84,0,,,,
85,0,,,,
86,0,,,,
87,0,,,,
88,0,,,,
89,0,,,,
90,0,,,,
91,0,,,,
92,0,,,,
93,0,,,,
94,0,,,,
95,0,,,,
96,0,,,,
97,0,,,,
98,0,,,,
99,0,,,,
100,0,,,,
101,0,,,,
102,0,,,,
103,0,,,,
104,0,,,,
105,0,,,,
106,0,,,,
107,0,,,,
108,0,,,,
109,0,,,,
110,0,,,,
111,0,,,,
112,0,,,,
113,0,4.0,1.0,,
114,0,4.0,1.0,,
115,0,4.0,1.0,,
116,3,0.0,,,
117,3,0.0,,,
118,3,0.0,4.0,,
119,2,1.0,4.0,,
120,2,0.0,,,
121,2,,,,
122,1,2.0,,,
123,1,,,,
124,1,,,,
125,1,,,,
126,4,0.0,,,
127,4,0.0,,,
128,4,0.0,,,
129,4,0.0,,,
130,1,0.0,,,
131,4,3.0,,,
132,4,0.0,1.0,,
133,1,0.0,2.0,,
134,1,0.0,2.0,,
135,1,0.0,2.0,,
136,1,0.0,2.0,,
137,1,0.0,2.0,,
138,1,0.0,2.0,,
139,4,2.0,,,
140,4,2.0,,,
141,4,1.0,3.0,,
142,4,1.0,2.0,,
143,3,,,,
145,1,0.0,,,
146,0,,,,
152,0,1.0,,,
153,0,1.0,,,
154,0,1.0,,,
155,0,1.0,,,
156,0,1.0,,,
157,0,1.0,,,
158,0,1.0,,,
159,0,1.0,,,
160,0,1.0,,,
161,0,1.0,,,
162,0,1.0,,,
163,0,1.0,,,
164,0,1.0,,,
165,0,1.0,,,
166,0,1.0,,,
167,0,1.0,,,
168,0,1.0,,,
169,0,1.0,,,
170,0,1.0,,,
171,0,1.0,,,
172,0,1.0,,,
173,0,1.0,,,
174,0,1.0,,,
175,0,1.0,,,
176,0,1.0,,,
177,0,1.0,,,
178,0,1.0,,,
179,0,1.0,,,
180,0,1.0,,,
181,0,1.0,,,
182,0,1.0,,,
183,0,1.0,,,
184,0,1.0,,,
185,0,1.0,,,
186,0,1.0,,,
187,0,1.0,,,
188,0,1.0,,,
189,0,1.0,,,
190,0,1.0,,,
191,0,1.0,,,
192,0,1.0,,,
193,0,1.0,,,
194,0,1.0,,,
195,0,1.0,,,
196,0,1.0,,,
197,0,1.0,,,
198,0,1.0,,,
199,0,1.0,,,
200,0,1.0,,,
201,0,1.0,,,
202,0,1.0,,,
203,0,1.0,,,
204,0,1.0,,,
205,0,1.0,,,
206,0,1.0,,,
207,0,1.0,,,
208,0,1.0,,,
209,0,1.0,,,
210,0,1.0,,,
211,0,1.0,,,
212,0,1.0,,,
213,0,1.0,,,
214,0,1.0,,,
215,0,1.0,,,
216,0,1.0,,,
217,0,1.0,,,
218,0,1.0,,,
219,0,1.0,,,
220,0,1.0,,,
221,0,1.0,,,
222,0,1.0,,,
223,0,1.0,,,
224,0,4.0,,,
225,0,4.0,,,
226,0,4.0,,,
227,0,4.0,,,
228,0,4.0,1.0,,
229,0,4.0,1.0,,
230,0,4.0,1.0,,
231,0,4.0,1.0,,
232,0,4.0,1.0,,
233,0,4.0,1.0,,
234,0,4.0,2.0,,
235,1,0.0,,,
236,1,0.0,,,
237,1,0.0,,,
238,1,0.0,,,
239,1,0.0,,,
240,1,0.0,,,
241,1,0.0,,,
242,1,0.0,,,
243,1,0.0,,,
244,1,0.0,,,
245,1,0.0,,,
246,1,0.0,,,
247,1,0.0,,,
248,1,0.0,,,
249,1,0.0,,,
250,1,0.0,,,
251,1,0.0,,,
252,1,0.0,,,
253,1,0.0,,,
254,1,0.0,,,
255,1,0.0,,,
256,1,0.0,,,
257,1,0.0,,,
258,1,0.0,,,
259,1,0.0,,,
260,1,0.0,,,
261,1,0.0,,,
262,1,0.0,,,
263,1,0.0,,,
264,1,0.0,,,
265,1,0.0,,,
266,1,0.0,,,
267,1,0.0,,,
268,1,0.0,4.0,,
269,1,0.0,4.0,,
270,1,0.0,4.0,,
271,1,0.0,4.0,,
272,1,0.0,4.0,,
273,1,0.0,4.0,,
274,1,0.0,4.0,,
275,1,0.0,4.0,,
276,1,0.0,2.0,,
277,1,0.0,2.0,,
278,1,0.0,2.0,,
279,1,0.0,2.0,,
280,1,0.0,2.0,,
281,1,0.0,2.0,,
282,4,1.0,2.0,,
283,1,4.0,,,
284,1,4.0,,,
285,1,4.0,0.0,,
286,1,4.0,0.0,,
287,4,0.0,1.0,,
288,1,4.0,2.0,,
289,4,1.0,0.0,,
290,4,1.0,,,
291,4,3.0,2.0,,
292,1,,,,
293,1,,,,
294,1,,,,
295,1,,,,
296,1,,,,
297,1,,,,
298,1,,,,
299,4,3.0,,,
300,4,,,,
301,1,2.0,4.0,,
302,1,2.0,4.0,,
303,1,2.0,4.0,,
304,1,2.0,4.0,,
305,1,2.0,4.0,,
306,1,2.0,0.0,,
307,1,2.0,0.0,,
308,1,2.0,0.0,,
309,1,2.0,0.0,,
310,1,2.0,0.0,,
311,3,4.0,,,
