,0,1,2,3
1,Write-In cells: 445,,,
2,Overvote cells: 131,,,
3,James F. Gennaro: 0,,,
4,Moumita Ahmed: 1,,,
5,Mohammed Uddin: 2,,,
6,Saifur R. Khan: 3,,,
7,0,,,
9,1,,,
13,0,2.0,1.0,3.0
15,1,0.0,,
18,0,,,
685,1,2.0,,
686,0,1.0,3.0,2.0
687,0,2.0,,
689,1,0.0,,
690,1,,,
691,1,2.0,3.0,0.0
692,1,0.0,,
693,0,,,
694,1,3.0,2.0,0.0
695,0,1.0,2.0,3.0
696,1,,,
697,1,0.0,,
698,3,1.0,,
699,1,,,
700,0,,,
701,1,,,
702,0,,,
703,0,,,
704,1,,,
705,0,,,
706,1,,,
720,0,,,
721,1,3.0,2.0,0.0
722,2,,,
723,3,1.0,2.0,
724,0,,,
725,3,1.0,2.0,
726,0,,,
727,3,2.0,1.0,0.0
730,0,,,
733,1,,,
734,0,,,
735,1,0.0,2.0,3.0
736,0,,,
737,0,,,
738,0,3.0,,
740,1,,,
962,0,,,
2913,0,3.0,1.0,
2914,1,0.0,2.0,3.0
2915,1,2.0,3.0,
2916,0,,,
2917,2,1.0,3.0,
2918,0,,,
2919,1,2.0,3.0,
2920,0,,,
2921,1,2.0,3.0,0.0
2922,1,2.0,3.0,
2923,3,,,
2924,1,0.0,3.0,2.0
2925,1,2.0,3.0,
2926,1,3.0,2.0,0.0
2927,1,,,
2928,1,0.0,3.0,2.0
2930,1,2.0,,
2931,1,0.0,3.0,2.0
2932,1,,,
2934,0,3.0,1.0,
2935,0,1.0,3.0,2.0
2936,3,2.0,,
2938,1,3.0,2.0,0.0
2939,1,2.0,3.0,0.0
2940,1,0.0,,
2964,2,3.0,0.0,1.0
2965,3,1.0,2.0,0.0
2966,1,0.0,3.0,2.0
2967,2,,,
2968,3,1.0,2.0,0.0
2969,0,2.0,3.0,1.0
2970,1,,,
2971,1,,,
2972,0,3.0,2.0,
2973,1,0.0,,
2974,1,0.0,3.0,2.0
2975,1,,,
2976,0,3.0,2.0,1.0
2977,1,,,
2978,1,0.0,3.0,2.0
2979,1,3.0,2.0,0.0
2980,3,1.0,2.0,
2981,2,3.0,1.0,0.0
2982,1,0.0,3.0,2.0
2983,1,2.0,3.0,
2985,1,,,
2986,1,,,
2987,1,3.0,2.0,0.0
2988,0,1.0,3.0,2.0
2995,0,3.0,2.0,
2996,1,3.0,2.0,0.0
2997,1,2.0,3.0,
2998,1,3.0,2.0,0.0
2999,1,3.0,2.0,
3000,2,,,
3001,2,,,
3002,2,,,
3003,2,1.0,,
3004,1,,,
3005,2,,,
3006,2,1.0,3.0,
3007,1,2.0,3.0,
3008,1,3.0,2.0,0.0
3009,0,2.0,3.0,1.0
3010,1,,,
3011,0,1.0,2.0,3.0
3012,1,3.0,2.0,0.0
3013,1,,,
3014,0,,,
3015,2,1.0,3.0,
3016,2,1.0,3.0,
3017,2,,,
3018,1,,,
3019,1,2.0,3.0,
3020,2,1.0,3.0,
3021,1,,,
3022,2,1.0,3.0,
3024,2,1.0,3.0,
3025,1,3.0,2.0,0.0
3026,1,,,
3027,2,,,
3031,2,0.0,1.0,3.0
3061,1,2.0,,
3062,1,2.0,,
3063,1,2.0,,
3064,1,2.0,,
3065,0,3.0,2.0,1.0
3066,1,2.0,,
3067,1,2.0,,
3586,1,2.0,0.0,3.0
3587,0,,,
3588,0,1.0,3.0,2.0
3589,0,1.0,3.0,2.0
3590,0,3.0,2.0,1.0
3591,0,2.0,3.0,1.0
3592,0,,,
3593,0,,,
3594,1,2.0,3.0,0.0
3595,0,,,
3596,0,,,
3597,0,1.0,3.0,2.0
3598,3,,,
3601,3,1.0,2.0,0.0
3602,0,3.0,2.0,1.0
