,0,1,2,3,4
1,Write-In cells: 270,,,,
2,Overvote cells: 123,,,,
3,Irene Estrada: 0,,,,
4,Monique S. Johnson: 1,,,,
5,Marjorie Velazquez: 2,,,,
6,John Perez: 3,,,,
7,Marilyn Soto: 4,,,,
190,0,,,,
192,1,2.0,,,
194,3,4.0,2.0,0.0,1.0
196,0,2.0,4.0,3.0,1.0
198,0,1.0,3.0,2.0,4.0
200,1,0.0,2.0,,
202,1,0.0,2.0,,
206,2,,,,
208,2,,,,
210,1,0.0,3.0,2.0,4.0
212,2,1.0,0.0,4.0,3.0
214,3,1.0,4.0,,
216,2,1.0,,,
218,1,,,,
220,0,,,,
222,2,1.0,,,
224,2,,,,
226,2,,,,
230,1,3.0,2.0,,
235,0,1.0,4.0,3.0,2.0
237,2,,,,
239,1,2.0,,,
241,1,0.0,2.0,4.0,3.0
243,2,4.0,0.0,3.0,1.0
245,4,2.0,3.0,1.0,
247,1,4.0,2.0,3.0,0.0
249,2,1.0,4.0,3.0,0.0
251,1,2.0,0.0,3.0,4.0
253,0,1.0,4.0,3.0,
255,1,0.0,2.0,3.0,4.0
257,2,0.0,3.0,4.0,1.0
259,1,4.0,0.0,,
261,2,,,,
263,3,4.0,2.0,0.0,1.0
265,1,0.0,4.0,2.0,3.0
267,1,,,,
269,2,1.0,0.0,4.0,3.0
271,4,,,,
452,2,0.0,4.0,1.0,3.0
453,2,1.0,0.0,4.0,3.0
454,4,,,,
456,2,0.0,4.0,3.0,1.0
458,2,1.0,,,
462,4,2.0,3.0,1.0,0.0
464,2,1.0,0.0,4.0,3.0
505,4,1.0,2.0,0.0,
507,2,,,,
509,2,,,,
511,2,,,,
513,1,,,,
518,2,4.0,1.0,,
519,2,,,,
621,1,2.0,,,
623,2,3.0,0.0,1.0,
625,2,4.0,0.0,,
627,4,,,,
629,4,,,,
631,2,4.0,0.0,3.0,1.0
633,2,4.0,0.0,3.0,1.0
635,2,4.0,0.0,3.0,1.0
637,2,,,,
639,1,4.0,3.0,2.0,0.0
641,2,1.0,0.0,4.0,3.0
812,0,,,,
814,3,,,,
816,1,,,,
822,1,2.0,0.0,4.0,3.0
824,2,,,,
826,2,,,,
828,1,,,,
830,1,0.0,,,
832,1,0.0,4.0,3.0,2.0
834,2,,,,
838,2,4.0,1.0,0.0,3.0
840,2,1.0,0.0,,
842,2,1.0,0.0,4.0,3.0
844,0,3.0,4.0,2.0,1.0
846,4,0.0,,,
848,3,,,,
852,2,,,,
854,4,0.0,,,
1095,1,0.0,2.0,4.0,3.0
1097,2,3.0,1.0,,
1099,1,2.0,0.0,4.0,3.0
1101,0,1.0,2.0,3.0,4.0
1103,1,2.0,0.0,4.0,3.0
1105,2,1.0,0.0,4.0,3.0
1109,2,,,,
1111,1,2.0,4.0,0.0,3.0
2588,2,1.0,4.0,0.0,3.0
2589,2,0.0,4.0,1.0,3.0
