,0,1
1,Write-In cells: 2286,
2,Overvote cells: 129,
3,JIM PROLA: 0,
4,HERMY B. ALMONTE: 1,
5,0,1.0
6,1,
7,0,1.0
8,1,
9,0,1.0
10,0,1.0
11,0,1.0
12,0,
13,0,
14,0,1.0
15,0,1.0
16,1,
17,0,
18,1,0.0
19,1,0.0
20,1,0.0
21,1,0.0
22,0,
23,1,
24,0,
25,0,
26,0,1.0
27,1,0.0
28,0,1.0
29,1,
30,0,1.0
31,0,
33,0,
34,1,
37,1,
38,1,
39,1,
40,0,
41,1,0.0
42,1,0.0
43,0,1.0
44,1,
45,1,0.0
46,1,0.0
48,1,
49,1,0.0
50,1,
52,0,1.0
53,1,
54,1,
56,0,1.0
57,1,0.0
58,1,
59,1,0.0
60,0,1.0
61,1,
62,1,0.0
63,0,
64,1,0.0
65,0,1.0
66,0,1.0
67,1,
68,0,
69,0,1.0
70,1,0.0
71,0,
72,0,
73,0,
75,0,
76,0,
77,0,1.0
78,1,
79,0,
80,0,
81,1,
82,1,
84,1,
85,1,0.0
86,1,
87,0,
88,1,0.0
89,0,1.0
90,1,0.0
91,1,0.0
92,0,1.0
93,1,0.0
94,0,
95,1,0.0
96,1,0.0
97,0,1.0
98,1,0.0
100,0,1.0
101,0,1.0
102,0,1.0
103,0,1.0
104,0,1.0
105,1,0.0
106,0,1.0
107,1,
108,0,1.0
110,1,
111,1,0.0
112,0,
113,0,1.0
114,1,
115,1,0.0
116,0,1.0
117,1,0.0
118,1,
119,0,1.0
120,0,1.0
122,1,0.0
124,0,
125,0,
126,1,0.0
127,0,
128,1,
129,1,
130,0,1.0
131,1,
132,0,1.0
133,1,0.0
134,1,0.0
135,0,1.0
136,1,0.0
137,0,1.0
139,1,0.0
140,1,
141,1,0.0
142,0,
143,1,
144,1,0.0
145,1,
146,1,
147,0,1.0
148,1,0.0
150,1,0.0
151,1,0.0
152,0,1.0
153,1,0.0
154,0,
155,1,0.0
156,0,
157,0,
158,1,
159,1,0.0
160,1,0.0
161,1,
162,1,0.0
163,0,1.0
164,0,
165,0,
166,0,
167,0,
168,1,
169,1,
170,0,1.0
171,0,
172,0,
173,0,
174,0,1.0
175,0,
176,0,
177,1,0.0
178,1,0.0
179,0,
180,0,
